state_fips,county_fips,cbsa_code,msa_code,csa_code,cbsa_title,msa_title,csa_title,metro,central
19,41,,C4398,,,"Spencer, IA  MicroSA",,,
19,45,,C1754,,,"Clinton, IA  MicroSA",,,
19,49,,C1978,CS218,,"Des Moines, IA  MSA","Des Moines-Newton-Pella, IA CSA",,
19,57,,C1546,,,"Burlington, IA-IL  MicroSA",,,
19,59,,C4402,,,"Spirit Lake, IA  MicroSA",,,
19,61,,C2022,,,"Dubuque, IA  MSA",,,
19,75,,C4794,,,"Waterloo-Cedar Falls, IA  MSA",,,
19,77,,C1978,CS218,,"Des Moines, IA  MSA","Des Moines-Newton-Pella, IA CSA",,
19,85,,C3654,CS420,,"Omaha-Council Bluffs, NE-IA  MSA","Omaha-Council Bluffs-Fremont, NE-IA CSA",,
19,99,,C3550,CS218,,"Newton, IA  MicroSA","Des Moines-Newton-Pella, IA CSA",,
19,103,,C2698,,,"Iowa City, IA  MSA",,,
19,105,,C1630,,,"Cedar Rapids, IA  MSA",,,
19,111,,C2846,,,"Keokuk-Fort Madison, IA-MO  MicroSA",,,
19,113,,C1630,,,"Cedar Rapids, IA  MSA",,,
19,115,,C3470,,,"Muscatine, IA  MicroSA",,,
19,121,,C1978,CS218,,"Des Moines, IA  MSA","Des Moines-Newton-Pella, IA CSA",,
19,123,,C3682,,,"Oskaloosa, IA  MicroSA",,,
19,125,,C3780,CS218,,"Pella, IA MicroSA","Des Moines-Newton-Pella, IA CSA",,
19,127,,C3226,,,"Marshalltown, IA  MicroSA",,,
19,129,,C3654,CS420,,"Omaha-Council Bluffs, NE-IA  MSA","Omaha-Council Bluffs-Fremont, NE-IA CSA",,
19,139,,C3470,,,"Muscatine, IA  MicroSA",,,
19,153,,C1978,CS218,,"Des Moines, IA  MSA","Des Moines-Newton-Pella, IA CSA",,
19,155,,C3654,CS420,,"Omaha-Council Bluffs, NE-IA  MSA","Omaha-Council Bluffs-Fremont, NE-IA CSA",,
19,163,,C1934,,,"Davenport-Moline-Rock Island, IA-IL  MSA",,,
19,169,,C1118,CS112,,"Ames, IA  MSA","Ames-Boone, IA CSA",,
19,179,,C3690,,,"Ottumwa, IA  MicroSA",,,
19,181,,C1978,CS218,,"Des Moines, IA  MSA","Des Moines-Newton-Pella, IA CSA",,
19,183,,C2698,,,"Iowa City, IA  MSA",,,
19,187,,C2270,,,"Fort Dodge, IA  MicroSA",,,
19,193,,C4358,CS512,,"Sioux City, IA-NE-SD  MSA","Sioux City-Vermillion, IA-NE-SD CSA",,
19,195,,C3238,,,"Mason City, IA  MicroSA",,,
20,5,,C1186,CS312,,"Atchison, KS  MicroSA","Kansas City-Overland Park-Kansas City, MO-KS CSA",,
20,9,,C2446,,,"Great Bend, KS  MicroSA",,,
20,15,,C4862,CS556,,"Wichita, KS  MSA","Wichita-Winfield, KS CSA",,
20,17,,C2138,,,"Emporia, KS  MicroSA",,,
20,35,,C4906,CS556,,"Winfield, KS  MicroSA","Wichita-Winfield, KS CSA",,
20,37,,C3826,,,"Pittsburg, KS  MicroSA",,,
20,43,,C4114,,,"St. Joseph, MO-KS  MSA",,,
20,45,,C2994,,,"Lawrence, KS  MSA",,,
20,51,,C2570,,,"Hays, KS  MicroSA",,,
20,55,,C2378,,,"Garden City, KS  MicroSA",,,
20,57,,C1998,,,"Dodge City, KS  MicroSA",,,
20,59,,C2814,CS312,,"Kansas City, MO-KS  MSA","Kansas City-Overland Park-Kansas City, MO-KS CSA",,
20,61,,C3174,,,"Manhattan, KS  MicroSA",,,
20,79,,C4862,CS556,,"Wichita, KS  MSA","Wichita-Winfield, KS CSA",,
20,85,,C4582,,,"Topeka, KS  MSA",,,
20,87,,C4582,,,"Topeka, KS  MSA",,,
20,91,,C2814,CS312,,"Kansas City, MO-KS  MSA","Kansas City-Overland Park-Kansas City, MO-KS CSA",,
20,99,,C3766,,,"Parsons, KS  MicroSA",,,
20,103,,C2814,CS312,,"Kansas City, MO-KS  MSA","Kansas City-Overland Park-Kansas City, MO-KS CSA",,
20,107,,C2814,CS312,,"Kansas City, MO-KS  MSA","Kansas City-Overland Park-Kansas City, MO-KS CSA",,
20,111,,C2138,,,"Emporia, KS  MicroSA",,,
20,113,,C3270,,,"McPherson, KS  MicroSA",,,
20,121,,C2814,CS312,,"Kansas City, MO-KS  MSA","Kansas City-Overland Park-Kansas City, MO-KS CSA",,
20,125,,C1770,,,"Coffeyville, KS  MicroSA",,,
20,139,,C4582,,,"Topeka, KS  MSA",,,
20,143,,C4146,,,"Salina, KS  MicroSA",,,
20,149,,C3174,,,"Manhattan, KS  MicroSA",,,
20,155,,C2674,,,"Hutchinson, KS  MicroSA",,,
20,161,,C3174,,,"Manhattan, KS  MicroSA",,,
20,169,,C4146,,,"Salina, KS  MicroSA",,,
20,173,,C4862,CS556,,"Wichita, KS  MSA","Wichita-Winfield, KS CSA",,
20,175,,C3058,,,"Liberal, KS  MicroSA",,,
20,177,,C4582,,,"Topeka, KS  MSA",,,
20,191,,C4862,CS556,,"Wichita, KS  MSA","Wichita-Winfield, KS CSA",,
20,197,,C4582,,,"Topeka, KS  MSA",,,
20,209,,C2814,CS312,,"Kansas City, MO-KS  MSA","Kansas City-Overland Park-Kansas City, MO-KS CSA",,
21,5,,C2318,CS336,,"Frankfort, KY  MicroSA","Lexington-Fayette--Frankfort--Richmond, KY CSA",,
21,7,,C3714,CS424,,"Paducah, KY-IL  MicroSA","Paducah-Mayfield, KY-IL CSA",,
21,9,,C2398,,,"Glasgow, KY  MicroSA",,,
21,11,,C3446,CS336,,"Mount Sterling, KY  MicroSA","Lexington-Fayette--Frankfort--Richmond, KY CSA",,
21,13,,C3318,,,"Middlesborough, KY  MicroSA",,,
21,15,,C1714,CS178,,"Cincinnati-Middletown, OH-KY-IN  MSA","Cincinnati-Middletown-Wilmington, OH-KY-IN CSA",,
21,17,,C3046,CS336,,"Lexington-Fayette, KY  MSA","Lexington-Fayette--Frankfort--Richmond, KY CSA",,
21,19,,C2658,,,"Huntington-Ashland, WV-KY-OH  MSA",,,
21,21,,C1922,,,"Danville, KY  MicroSA",,,
21,23,,C1714,CS178,,"Cincinnati-Middletown, OH-KY-IN  MSA","Cincinnati-Middletown-Wilmington, OH-KY-IN CSA",,
21,29,,C3114,CS350,,"Louisville, KY-IN  MSA","Louisville-Elizabethtown-Scottsburg, KY-IN CSA",,
21,35,,C3466,,,"Murray, KY  MicroSA",,,
21,37,,C1714,CS178,,"Cincinnati-Middletown, OH-KY-IN  MSA","Cincinnati-Middletown-Wilmington, OH-KY-IN CSA",,
21,47,,C1730,,,"Clarksville, TN-KY  MSA",,,
21,49,,C3046,CS336,,"Lexington-Fayette, KY  MSA","Lexington-Fayette--Frankfort--Richmond, KY CSA",,
21,59,,C3698,,,"Owensboro, KY  MSA",,,
21,61,,C1454,,,"Bowling Green, KY  MSA",,,
21,67,,C3046,CS336,,"Lexington-Fayette, KY  MSA","Lexington-Fayette--Frankfort--Richmond, KY CSA",,
21,73,,C2318,CS336,,"Frankfort, KY  MicroSA","Lexington-Fayette--Frankfort--Richmond, KY CSA",,
21,75,,C4646,CS542,,"Union City, TN-KY  MicroSA","Union City-Martin, TN-KY CSA",,
21,77,,C1714,CS178,,"Cincinnati-Middletown, OH-KY-IN  MSA","Cincinnati-Middletown-Wilmington, OH-KY-IN CSA",,
21,81,,C1714,CS178,,"Cincinnati-Middletown, OH-KY-IN  MSA","Cincinnati-Middletown-Wilmington, OH-KY-IN CSA",,
21,83,,C3246,CS424,,"Mayfield, KY  MicroSA","Paducah-Mayfield, KY-IL CSA",,
21,89,,C2658,,,"Huntington-Ashland, WV-KY-OH  MSA",,,
21,91,,C3698,,,"Owensboro, KY  MSA",,,
21,93,,C2106,CS350,,"Elizabethtown, KY  MSA","Louisville-Elizabethtown-Scottsburg, KY-IN CSA",,
21,101,,C2178,,,"Evansville, IN-KY  MSA",,,
21,103,,C3114,CS350,,"Louisville, KY-IN  MSA","Louisville-Elizabethtown-Scottsburg, KY-IN CSA",,
21,107,,C3158,,,"Madisonville, KY  MicroSA",,,
21,111,,C3114,CS350,,"Louisville, KY-IN  MSA","Louisville-Elizabethtown-Scottsburg, KY-IN CSA",,
21,113,,C3046,CS336,,"Lexington-Fayette, KY  MSA","Lexington-Fayette--Frankfort--Richmond, KY CSA",,
21,117,,C1714,CS178,,"Cincinnati-Middletown, OH-KY-IN  MSA","Cincinnati-Middletown-Wilmington, OH-KY-IN CSA",,
21,123,,C2106,CS350,,"Elizabethtown, KY  MSA","Louisville-Elizabethtown-Scottsburg, KY-IN CSA",,
21,125,,C3094,CS202,,"London, KY  MicroSA","Corbin-London, KY CSA",,
21,135,,C3250,,,"Maysville, KY MicroSA",,,
21,137,,C1922,,,"Danville, KY  MicroSA",,,
21,139,,C3714,CS424,,"Paducah, KY-IL  MicroSA","Paducah-Mayfield, KY-IL CSA",,
21,145,,C3714,CS424,,"Paducah, KY-IL  MicroSA","Paducah-Mayfield, KY-IL CSA",,
21,149,,C3698,,,"Owensboro, KY  MSA",,,
21,151,,C4008,CS336,,"Richmond-Berea, KY MicroSA","Lexington-Fayette--Frankfort--Richmond, KY CSA",,
21,161,,C3250,,,"Maysville, KY MicroSA",,,
21,163,,C3114,CS350,,"Louisville, KY-IN  MSA","Louisville-Elizabethtown-Scottsburg, KY-IN CSA",,
21,165,,C3446,CS336,,"Mount Sterling, KY  MicroSA","Lexington-Fayette--Frankfort--Richmond, KY CSA",,
21,169,,C2398,,,"Glasgow, KY  MicroSA",,,
21,173,,C3446,CS336,,"Mount Sterling, KY  MicroSA","Lexington-Fayette--Frankfort--Richmond, KY CSA",,
21,177,,C1642,,,"Central City, KY  MicroSA",,,
21,179,,C3114,CS350,,"Louisville, KY-IN  MSA","Louisville-Elizabethtown-Scottsburg, KY-IN CSA",,
21,185,,C3114,CS350,,"Louisville, KY-IN  MSA","Louisville-Elizabethtown-Scottsburg, KY-IN CSA",,
21,191,,C1714,CS178,,"Cincinnati-Middletown, OH-KY-IN  MSA","Cincinnati-Middletown-Wilmington, OH-KY-IN CSA",,
21,199,,C4370,,,"Somerset, KY  MicroSA",,,
21,203,,C4008,CS336,,"Richmond-Berea, KY MicroSA","Lexington-Fayette--Frankfort--Richmond, KY CSA",,
21,209,,C3046,CS336,,"Lexington-Fayette, KY  MSA","Lexington-Fayette--Frankfort--Richmond, KY CSA",,
21,211,,C3114,CS350,,"Louisville, KY-IN  MSA","Louisville-Elizabethtown-Scottsburg, KY-IN CSA",,
21,215,,C3114,CS350,,"Louisville, KY-IN  MSA","Louisville-Elizabethtown-Scottsburg, KY-IN CSA",,
21,217,,C1582,,,"Campbellsville, KY  MicroSA",,,
21,221,,C1730,,,"Clarksville, TN-KY  MSA",,,
21,223,,C3114,CS350,,"Louisville, KY-IN  MSA","Louisville-Elizabethtown-Scottsburg, KY-IN CSA",,
21,227,,C1454,,,"Bowling Green, KY  MSA",,,
21,233,,C2178,,,"Evansville, IN-KY  MSA",,,
21,235,,C1834,CS202,,"Corbin, KY MicroSA","Corbin-London, KY CSA",,
21,239,,C3046,CS336,,"Lexington-Fayette, KY  MSA","Lexington-Fayette--Frankfort--Richmond, KY CSA",,
22,1,,C1894,CS318,,"Crowley, LA  MicroSA","Lafayette-Acadiana, LA CSA",,
22,5,,C1294,CS132,,"Baton Rouge, LA  MSA","Baton Rouge-Pierre Part, LA CSA",,
22,7,,C3820,CS132,,"Pierre Part, LA MicroSA","Baton Rouge-Pierre Part, LA CSA",,
22,11,,C1976,CS256,,"De Ridder, LA MicroSA","Fort Polk South-De Ridder, LA CSA",,
22,15,,C4334,CS508,,"Shreveport-Bossier City, LA  MSA","Shreveport-Bossier City-Minden, LA CSA",,
22,17,,C4334,CS508,,"Shreveport-Bossier City, LA  MSA","Shreveport-Bossier City-Minden, LA CSA",,
22,19,,C2934,CS324,,"Lake Charles, LA  MSA","Lake Charles-Jennings, LA CSA",,
22,23,,C2934,CS324,,"Lake Charles, LA  MSA","Lake Charles-Jennings, LA CSA",,
22,29,,C3502,,,"Natchez, MS-LA  MicroSA",,,
22,31,,C4334,CS508,,"Shreveport-Bossier City, LA  MSA","Shreveport-Bossier City-Minden, LA CSA",,
22,33,,C1294,CS132,,"Baton Rouge, LA  MSA","Baton Rouge-Pierre Part, LA CSA",,
22,37,,C1294,CS132,,"Baton Rouge, LA  MSA","Baton Rouge-Pierre Part, LA CSA",,
22,43,,C1078,,,"Alexandria, LA  MSA",,,
22,45,,C3534,CS318,,"New Iberia, LA  MicroSA","Lafayette-Acadiana, LA CSA",,
22,47,,C1294,CS132,,"Baton Rouge, LA  MSA","Baton Rouge-Pierre Part, LA CSA",,
22,49,,C4082,,,"Ruston, LA  MicroSA",,,
22,51,,C3538,CS406,,"New Orleans-Metairie-Kenner, LA  MSA","New Orleans-Metairie-Bogalusa, LA CSA",,
22,53,,C2766,CS324,,"Jennings, LA  MicroSA","Lake Charles-Jennings, LA CSA",,
22,55,,C2918,CS318,,"Lafayette, LA  MSA","Lafayette-Acadiana, LA CSA",,
22,57,,C2638,,,"Houma-Bayou Cane-Thibodaux, LA  MSA",,,
22,61,,C4082,,,"Ruston, LA  MicroSA",,,
22,63,,C1294,CS132,,"Baton Rouge, LA  MSA","Baton Rouge-Pierre Part, LA CSA",,
22,65,,C4526,,,"Tallulah, LA  MicroSA",,,
22,67,,C1282,CS384,,"Bastrop, LA  MicroSA","Monroe-Bastrop, LA CSA",,
22,69,,C3506,,,"Natchitoches, LA  MicroSA",,,
22,71,,C3538,CS406,,"New Orleans-Metairie-Kenner, LA  MSA","New Orleans-Metairie-Bogalusa, LA CSA",,
22,73,,C3374,CS384,,"Monroe, LA  MSA","Monroe-Bastrop, LA CSA",,
22,75,,C3538,CS406,,"New Orleans-Metairie-Kenner, LA  MSA","New Orleans-Metairie-Bogalusa, LA CSA",,
22,77,,C1294,CS132,,"Baton Rouge, LA  MSA","Baton Rouge-Pierre Part, LA CSA",,
22,79,,C1078,,,"Alexandria, LA  MSA",,,
22,87,,C3538,CS406,,"New Orleans-Metairie-Kenner, LA  MSA","New Orleans-Metairie-Bogalusa, LA CSA",,
22,89,,C3538,CS406,,"New Orleans-Metairie-Kenner, LA  MSA","New Orleans-Metairie-Bogalusa, LA CSA",,
22,91,,C1294,CS132,,"Baton Rouge, LA  MSA","Baton Rouge-Pierre Part, LA CSA",,
22,95,,C3538,CS406,,"New Orleans-Metairie-Kenner, LA  MSA","New Orleans-Metairie-Bogalusa, LA CSA",,
22,97,,C3666,CS318,,"Opelousas-Eunice, LA  MicroSA","Lafayette-Acadiana, LA CSA",,
22,99,,C2918,CS318,,"Lafayette, LA  MSA","Lafayette-Acadiana, LA CSA",,
22,101,,C3402,,,"Morgan City, LA  MicroSA",,,
22,103,,C3538,CS406,,"New Orleans-Metairie-Kenner, LA  MSA","New Orleans-Metairie-Bogalusa, LA CSA",,
22,105,,C2522,,,"Hammond, LA  MicroSA",,,
22,109,,C2638,,,"Houma-Bayou Cane-Thibodaux, LA  MSA",,,
22,111,,C3374,CS384,,"Monroe, LA  MSA","Monroe-Bastrop, LA CSA",,
22,113,,C1002,CS318,,"Abbeville, LA  MicroSA","Lafayette-Acadiana, LA CSA",,
22,115,,C2286,CS256,,"Fort Polk South, LA  MicroSA","Fort Polk South-De Ridder, LA CSA",,
22,117,,C1422,CS406,,"Bogalusa, LA  MicroSA","New Orleans-Metairie-Bogalusa, LA CSA",,
22,119,,C3338,CS508,,"Minden, LA  MicroSA","Shreveport-Bossier City-Minden, LA CSA",,
22,121,,C1294,CS132,,"Baton Rouge, LA  MSA","Baton Rouge-Pierre Part, LA CSA",,
22,125,,C1294,CS132,,"Baton Rouge, LA  MSA","Baton Rouge-Pierre Part, LA CSA",,
23,1,,C3034,CS438,,"Lewiston-Auburn, ME  MSA","Portland-Lewiston-South Portland, ME CSA",,
23,5,,C3886,CS438,,"Portland-South Portland-Biddeford, ME  MSA","Portland-Lewiston-South Portland, ME CSA",,
23,11,,C1230,,,"Augusta-Waterville, ME  MicroSA",,,
23,13,,C4050,,,"Rockland, ME  MicroSA",,,
23,19,,C1262,,,"Bangor, ME  MSA",,,
23,23,,C3886,CS438,,"Portland-South Portland-Biddeford, ME  MSA","Portland-Lewiston-South Portland, ME CSA",,
23,31,,C3886,CS438,,"Portland-South Portland-Biddeford, ME  MSA","Portland-Lewiston-South Portland, ME CSA",,
24,1,,C1906,,,"Cumberland, MD-WV  MSA",,,
24,3,,C1258,CS548,,"Baltimore-Towson, MD  MSA","Washington-Baltimore-Northern Virginia, DC-MD-VA-WV CSA",,
24,5,,C1258,CS548,,"Baltimore-Towson, MD  MSA","Washington-Baltimore-Northern Virginia, DC-MD-VA-WV CSA",,
24,9,,C4790,CS548,,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington-Baltimore-Northern Virginia, DC-MD-VA-WV CSA",,
24,13,,C1258,CS548,,"Baltimore-Towson, MD  MSA","Washington-Baltimore-Northern Virginia, DC-MD-VA-WV CSA",,
24,15,,C3798,CS428,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  MSA","Philadelphia-Camden-Vineland, PA-NJ-DE-MD CSA",,
24,17,,C4790,CS548,,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington-Baltimore-Northern Virginia, DC-MD-VA-WV CSA",,
24,19,,C1570,,,"Cambridge, MD  MicroSA",,,
24,21,,C4790,CS548,,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington-Baltimore-Northern Virginia, DC-MD-VA-WV CSA",,
24,25,,C1258,CS548,,"Baltimore-Towson, MD  MSA","Washington-Baltimore-Northern Virginia, DC-MD-VA-WV CSA",,
24,27,,C1258,CS548,,"Baltimore-Towson, MD  MSA","Washington-Baltimore-Northern Virginia, DC-MD-VA-WV CSA",,
24,31,,C4790,CS548,,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington-Baltimore-Northern Virginia, DC-MD-VA-WV CSA",,
24,33,,C4790,CS548,,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington-Baltimore-Northern Virginia, DC-MD-VA-WV CSA",,
24,35,,C1258,CS548,,"Baltimore-Towson, MD  MSA","Washington-Baltimore-Northern Virginia, DC-MD-VA-WV CSA",,
24,37,,C3050,CS548,,"Lexington Park, MD  MicroSA","Washington-Baltimore-Northern Virginia, DC-MD-VA-WV CSA",,
24,39,,C4154,CS480,,"Salisbury, MD  MSA","Salisbury-Ocean Pines, MD CSA",,
24,41,,C2066,,,"Easton, MD  MicroSA",,,
24,43,,C2518,,,"Hagerstown-Martinsburg, MD-WV  MSA",,,
24,45,,C4154,CS480,,"Salisbury, MD  MSA","Salisbury-Ocean Pines, MD CSA",,
24,47,,C3618,CS480,,"Ocean Pines, MD  MicroSA","Salisbury-Ocean Pines, MD CSA",,
24,510,,C1258,CS548,,"Baltimore-Towson, MD  MSA","Washington-Baltimore-Northern Virginia, DC-MD-VA-WV CSA",,
25,1,,C1270,,,"Barnstable Town, MA  MSA",,,
25,3,,C3834,,,"Pittsfield, MA  MSA",,,
25,5,,C3930,,,"Providence-New Bedford-Fall River, RI-MA  MSA",,,
25,9,,C1446,CS148,,"Boston-Cambridge-Quincy, MA-NH  MSA","Boston-Worcester-Manchester, MA-NH CSA",,
25,11,,C4414,,,"Springfield, MA  MSA",,,
25,13,,C4414,,,"Springfield, MA  MSA",,,
25,15,,C4414,,,"Springfield, MA  MSA",,,
25,17,,C1446,CS148,,"Boston-Cambridge-Quincy, MA-NH  MSA","Boston-Worcester-Manchester, MA-NH CSA",,
25,21,,C1446,CS148,,"Boston-Cambridge-Quincy, MA-NH  MSA","Boston-Worcester-Manchester, MA-NH CSA",,
25,23,,C1446,CS148,,"Boston-Cambridge-Quincy, MA-NH  MSA","Boston-Worcester-Manchester, MA-NH CSA",,
25,25,,C1446,CS148,,"Boston-Cambridge-Quincy, MA-NH  MSA","Boston-Worcester-Manchester, MA-NH CSA",,
25,27,,C4934,CS148,,"Worcester, MA  MSA","Boston-Worcester-Manchester, MA-NH CSA",,
26,5,,C1088,CS266,,"Allegan, MI MicroSA","Grand Rapids-Muskegon-Holland, MI CSA",,
26,7,,C1098,,,"Alpena, MI  MicroSA",,,
26,15,,C2434,CS266,,"Grand Rapids-Wyoming, MI  MSA","Grand Rapids-Muskegon-Holland, MI CSA",,
26,17,,C1302,CS474,,"Bay City, MI  MSA","Saginaw-Bay City-Saginaw Township North, MI CSA",,
26,19,,C4590,,,"Traverse City, MI  MicroSA",,,
26,21,,C3566,,,"Niles-Benton Harbor, MI  MSA",,,
26,23,,C1774,,,"Coldwater, MI  MicroSA",,,
26,25,,C1298,,,"Battle Creek, MI  MSA",,,
26,27,,C4378,,,"South Bend-Mishawaka, IN-MI  MSA",,,
26,33,,C4230,,,"Sault Ste. Marie, MI  MicroSA",,,
26,37,,C2962,CS330,,"Lansing-East Lansing, MI  MSA","Lansing-East Lansing-Owosso, MI CSA",,
26,41,,C2154,,,"Escanaba, MI  MicroSA",,,
26,43,,C2702,,,"Iron Mountain, MI-WI MicroSA",,,
26,45,,C2962,CS330,,"Lansing-East Lansing, MI  MSA","Lansing-East Lansing-Owosso, MI CSA",,
26,49,,C2242,CS220,,"Flint, MI  MSA","Detroit-Warren-Flint, MI CSA",,
26,55,,C4590,,,"Traverse City, MI  MicroSA",,,
26,57,,C1094,,,"Alma, MI  MicroSA",,,
26,61,,C2634,,,"Houghton, MI  MicroSA",,,
26,65,,C2962,CS330,,"Lansing-East Lansing, MI  MSA","Lansing-East Lansing-Owosso, MI CSA",,
26,67,,C2434,CS266,,"Grand Rapids-Wyoming, MI  MSA","Grand Rapids-Muskegon-Holland, MI CSA",,
26,73,,C3438,,,"Mount Pleasant, MI  MicroSA",,,
26,75,,C2710,,,"Jackson, MI  MSA",,,
26,77,,C2802,,,"Kalamazoo-Portage, MI  MSA",,,
26,79,,C4590,,,"Traverse City, MI  MicroSA",,,
26,81,,C2434,CS266,,"Grand Rapids-Wyoming, MI  MSA","Grand Rapids-Muskegon-Holland, MI CSA",,
26,83,,C2634,,,"Houghton, MI  MicroSA",,,
26,87,,C1982,CS220,,"Detroit-Warren-Livonia, MI  MSA","Detroit-Warren-Flint, MI CSA",,
26,89,,C4590,,,"Traverse City, MI  MicroSA",,,
26,91,,C1030,,,"Adrian, MI  MicroSA",,,
26,93,,C1982,CS220,,"Detroit-Warren-Livonia, MI  MSA","Detroit-Warren-Flint, MI CSA",,
26,99,,C1982,CS220,,"Detroit-Warren-Livonia, MI  MSA","Detroit-Warren-Flint, MI CSA",,
26,103,,C3210,,,"Marquette, MI  MicroSA",,,
26,107,,C1366,,,"Big Rapids, MI  MicroSA",,,
26,109,,C3194,,,"Marinette, WI-MI  MicroSA",,,
26,111,,C3322,,,"Midland, MI  MicroSA",,,
26,113,,C1562,,,"Cadillac, MI  MicroSA",,,
26,115,,C3378,CS220,,"Monroe, MI  MSA","Detroit-Warren-Flint, MI CSA",,
26,121,,C3474,CS266,,"Muskegon-Norton Shores, MI  MSA","Grand Rapids-Muskegon-Holland, MI CSA",,
26,123,,C2434,CS266,,"Grand Rapids-Wyoming, MI  MSA","Grand Rapids-Muskegon-Holland, MI CSA",,
26,125,,C1982,CS220,,"Detroit-Warren-Livonia, MI  MSA","Detroit-Warren-Flint, MI CSA",,
26,139,,C2610,CS266,,"Holland-Grand Haven, MI  MSA","Grand Rapids-Muskegon-Holland, MI CSA",,
26,145,,C4098,CS474,,"Saginaw-Saginaw Township North, MI  MSA","Saginaw-Bay City-Saginaw Township North, MI CSA",,
26,147,,C1982,CS220,,"Detroit-Warren-Livonia, MI  MSA","Detroit-Warren-Flint, MI CSA",,
26,149,,C4478,,,"Sturgis, MI  MicroSA",,,
26,155,,C3702,CS330,,"Owosso, MI  MicroSA","Lansing-East Lansing-Owosso, MI CSA",,
26,159,,C2802,,,"Kalamazoo-Portage, MI  MSA",,,
26,161,,C1146,CS220,,"Ann Arbor, MI  MSA","Detroit-Warren-Flint, MI CSA",,
26,163,,C1982,CS220,,"Detroit-Warren-Livonia, MI  MSA","Detroit-Warren-Flint, MI CSA",,
26,165,,C1562,,,"Cadillac, MI  MicroSA",,,
27,3,,C3346,CS378,,"Minneapolis-St. Paul-Bloomington, MN-WI  MSA","Minneapolis-St. Paul-St. Cloud, MN-WI CSA",,
27,7,,C1342,,,"Bemidji, MN  MicroSA",,,
27,9,,C4106,CS378,,"St. Cloud, MN  MSA","Minneapolis-St. Paul-St. Cloud, MN-WI CSA",,
27,13,,C3186,,,"Mankato-North Mankato, MN  MicroSA",,,
27,15,,C3558,,,"New Ulm, MN  MicroSA",,,
27,17,,C2026,,,"Duluth, MN-WI  MSA",,,
27,19,,C3346,CS378,,"Minneapolis-St. Paul-Bloomington, MN-WI  MSA","Minneapolis-St. Paul-St. Cloud, MN-WI CSA",,
27,21,,C1466,,,"Brainerd, MN  MicroSA",,,
27,25,,C3346,CS378,,"Minneapolis-St. Paul-Bloomington, MN-WI  MSA","Minneapolis-St. Paul-St. Cloud, MN-WI CSA",,
27,27,,C2202,CS244,,"Fargo, ND-MN  MSA","Fargo-Wahpeton, ND-MN CSA",,
27,35,,C1466,,,"Brainerd, MN  MicroSA",,,
27,37,,C3346,CS378,,"Minneapolis-St. Paul-Bloomington, MN-WI  MSA","Minneapolis-St. Paul-St. Cloud, MN-WI CSA",,
27,39,,C4034,,,"Rochester, MN  MSA",,,
27,41,,C1082,,,"Alexandria, MN  MicroSA",,,
27,47,,C1066,,,"Albert Lea, MN  MicroSA",,,
27,49,,C3986,CS378,,"Red Wing, MN  MicroSA","Minneapolis-St. Paul-St. Cloud, MN-WI CSA",,
27,53,,C3346,CS378,,"Minneapolis-St. Paul-Bloomington, MN-WI  MSA","Minneapolis-St. Paul-St. Cloud, MN-WI CSA",,
27,55,,C2910,,,"La Crosse, WI-MN  MSA",,,
27,59,,C3346,CS378,,"Minneapolis-St. Paul-Bloomington, MN-WI  MSA","Minneapolis-St. Paul-St. Cloud, MN-WI CSA",,
27,67,,C4882,,,"Willmar, MN  MicroSA",,,
27,83,,C3214,,,"Marshall, MN  MicroSA",,,
27,85,,C2678,CS378,,"Hutchinson, MN  MicroSA","Minneapolis-St. Paul-St. Cloud, MN-WI CSA",,
27,91,,C2186,,,"Fairmont, MN  MicroSA",,,
27,99,,C1238,,,"Austin, MN  MicroSA",,,
27,103,,C3186,,,"Mankato-North Mankato, MN  MicroSA",,,
27,105,,C4938,,,"Worthington, MN  MicroSA",,,
27,109,,C4034,,,"Rochester, MN  MSA",,,
27,111,,C2226,,,"Fergus Falls, MN  MicroSA",,,
27,119,,C2422,,,"Grand Forks, ND-MN  MSA",,,
27,123,,C3346,CS378,,"Minneapolis-St. Paul-Bloomington, MN-WI  MSA","Minneapolis-St. Paul-St. Cloud, MN-WI CSA",,
27,131,,C2206,CS378,,"Faribault-Northfield, MN  MicroSA","Minneapolis-St. Paul-St. Cloud, MN-WI CSA",,
27,137,,C2026,,,"Duluth, MN-WI  MSA",,,
27,139,,C3346,CS378,,"Minneapolis-St. Paul-Bloomington, MN-WI  MSA","Minneapolis-St. Paul-St. Cloud, MN-WI CSA",,
27,141,,C3346,CS378,,"Minneapolis-St. Paul-Bloomington, MN-WI  MSA","Minneapolis-St. Paul-St. Cloud, MN-WI CSA",,
27,145,,C4106,CS378,,"St. Cloud, MN  MSA","Minneapolis-St. Paul-St. Cloud, MN-WI CSA",,
27,147,,C3694,,,"Owatonna, MN  MicroSA",,,
27,157,,C4034,,,"Rochester, MN  MSA",,,
27,163,,C3346,CS378,,"Minneapolis-St. Paul-Bloomington, MN-WI  MSA","Minneapolis-St. Paul-St. Cloud, MN-WI CSA",,
