state_fips,county_fips,cbsa_code,msa_code,csa_code,cbsa_title,msa_title,csa_title,metro,central
05,005,34260,,,"Mountain Home, AR",,,0,1
05,007,22220,,,"Fayetteville-Springdale-Rogers, AR",,,1,1
05,009,25460,,,"Harrison, AR",,,0,1
05,013,15780,,,"Camden, AR",,,0,0
05,019,11660,,,"Arkadelphia, AR",,,0,1
05,025,38220,,340,"Pine Bluff, AR",,"Little Rock-North Little Rock, AR",0,0
05,027,31620,,,"Magnolia, AR",,,0,1
05,031,27860,,308,"Jonesboro, AR",,"Jonesboro-Paragould, AR",1,1
05,033,22900,,,"Fort Smith, AR-OK",,,1,1
05,035,32820,,368,"Memphis, TN-MS-AR",,"Memphis-Clarksdale-Forrest City, TN-MS-AR",1,1
05,045,30780,,340,"Little Rock-North Little Rock-Conway, AR",,"Little Rock-North Little Rock, AR",1,0
05,051,26300,,284,"Hot Springs, AR",,"Hot Springs-Malvern, AR",1,1
05,053,30780,,340,"Little Rock-North Little Rock-Conway, AR",,"Little Rock-North Little Rock, AR",1,0
05,055,37500,,308,"Paragould, AR",,"Jonesboro-Paragould, AR",0,1
05,059,31680,,284,"Malvern, AR",,"Hot Springs-Malvern, AR",0,1
05,063,12900,,,"Batesville, AR",,,0,1
05,069,38220,,340,"Pine Bluff, AR",,"Little Rock-North Little Rock, AR",0,1
05,081,45500,,,"Texarkana, TX-AR",,,1,0
05,085,30780,,340,"Little Rock-North Little Rock-Conway, AR",,"Little Rock-North Little Rock, AR",1,1
05,087,22220,,,"Fayetteville-Springdale-Rogers, AR",,,1,0
05,091,45500,,,"Texarkana, TX-AR",,,1,1
05,093,14180,,,"Blytheville, AR",,,0,1
05,101,25460,,,"Harrison, AR",,,0,0
05,103,15780,,,"Camden, AR",,,0,1
05,105,30780,,340,"Little Rock-North Little Rock-Conway, AR",,"Little Rock-North Little Rock, AR",1,0
05,111,27860,,308,"Jonesboro, AR",,"Jonesboro-Paragould, AR",1,0
05,115,40780,,,"Russellville, AR",,,0,1
05,119,30780,,340,"Little Rock-North Little Rock-Conway, AR",,"Little Rock-North Little Rock, AR",1,1
05,123,22620,,368,"Forrest City, AR",,"Memphis-Clarksdale-Forrest City, TN-MS-AR",0,1
05,125,30780,,340,"Little Rock-North Little Rock-Conway, AR",,"Little Rock-North Little Rock, AR",1,1
05,131,22900,,,"Fort Smith, AR-OK",,,1,1
05,139,20980,,,"El Dorado, AR",,,0,1
05,143,22220,,,"Fayetteville-Springdale-Rogers, AR",,,1,1
05,145,42620,,340,"Searcy, AR",,"Little Rock-North Little Rock, AR",0,1
05,149,40780,,,"Russellville, AR",,,0,0
06,001,41860,36084,488,"San Francisco-Oakland-Fremont, CA","Oakland-Fremont-Berkeley, CA","San Jose-San Francisco-Oakland, CA",1,1
06,003,23820,,456,"Gardnerville Ranchos, NV-CA",,"Reno-Carson City-Gardnerville Ranchos, NV-CA",0,0
06,007,17020,,,"Chico, CA",,,1,1
06,013,41860,36084,488,"San Francisco-Oakland-Fremont, CA","Oakland-Fremont-Berkeley, CA","San Jose-San Francisco-Oakland, CA",1,0
06,015,18860,,152,"Crescent City, CA",,"Brookings-Crescent City, OR-CA",0,1
06,017,40900,,472,"Sacramento-Roseville-Folsom, CA",,"Sacramento-Roseville, CA",1,1
06,019,23420,,260,"Fresno, CA",,"Fresno-Hanford-Corcoran, CA",1,1
06,023,21700,,,"Eureka-Arcata, CA",,,0,1
06,025,20940,,,"El Centro, CA",,,1,1
06,027,13860,,,"Bishop, CA",,,0,1
06,029,12540,,,"Bakersfield-Delano, CA",,,1,1
06,031,25260,,260,"Hanford-Corcoran, CA",,"Fresno-Hanford-Corcoran, CA",1,1
06,033,17340,,,"Clearlake, CA",,,0,1
06,035,45000,,,"Susanville, CA",,,0,1
06,037,31080,31084,348,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach, CA",1,1
06,039,23420,,260,"Fresno, CA",,"Fresno-Hanford-Corcoran, CA",1,0
06,041,41860,42034,488,"San Francisco-Oakland-Fremont, CA","San Rafael, CA","San Jose-San Francisco-Oakland, CA",1,1
06,045,46380,,,"Ukiah, CA",,,0,1
06,047,32900,,488,"Merced, CA",,"San Jose-San Francisco-Oakland, CA",1,1
06,053,41500,,,"Salinas, CA",,,1,1
06,055,34900,,488,"Napa, CA",,"San Jose-San Francisco-Oakland, CA",1,1
06,057,46020,,472,"Truckee-Grass Valley, CA",,"Sacramento-Roseville, CA",0,1
06,059,31080,11244,348,"Los Angeles-Long Beach-Anaheim, CA","Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach, CA",1,1
06,061,40900,,472,"Sacramento-Roseville-Folsom, CA",,"Sacramento-Roseville, CA",1,1
06,065,40140,,348,"Riverside-San Bernardino-Ontario, CA",,"Los Angeles-Long Beach, CA",1,1
06,067,40900,,472,"Sacramento-Roseville-Folsom, CA",,"Sacramento-Roseville, CA",1,1
06,069,41940,,488,"San Jose-Sunnyvale-Santa Clara, CA",,"San Jose-San Francisco-Oakland, CA",1,0
06,071,40140,,348,"Riverside-San Bernardino-Ontario, CA",,"Los Angeles-Long Beach, CA",1,1
06,073,41740,,,"San Diego-Chula Vista-Carlsbad, CA",,,1,1
06,075,41860,41884,488,"San Francisco-Oakland-Fremont, CA","San Francisco-San Mateo-Redwood City, CA","San Jose-San Francisco-Oakland, CA",1,1
06,077,44700,,488,"Stockton-Lodi, CA",,"San Jose-San Francisco-Oakland, CA",1,1
06,079,42020,,,"San Luis Obispo-Paso Robles, CA",,,1,1
06,081,41860,41884,488,"San Francisco-Oakland-Fremont, CA","San Francisco-San Mateo-Redwood City, CA","San Jose-San Francisco-Oakland, CA",1,1
06,083,42200,,,"Santa Maria-Santa Barbara, CA",,,1,1
06,085,41940,,488,"San Jose-Sunnyvale-Santa Clara, CA",,"San Jose-San Francisco-Oakland, CA",1,1
06,087,42100,,488,"Santa Cruz-Watsonville, CA",,"San Jose-San Francisco-Oakland, CA",1,1
06,089,39820,,454,"Redding, CA",,"Redding-Red Bluff, CA",1,1
06,095,46700,,488,"Vallejo, CA",,"San Jose-San Francisco-Oakland, CA",1,1
06,097,42220,,,"Santa Rosa-Petaluma, CA",,,1,1
06,099,33700,,488,"Modesto, CA",,"San Jose-San Francisco-Oakland, CA",1,1
06,101,49700,,472,"Yuba City, CA",,"Sacramento-Roseville, CA",1,1
06,103,39780,,454,"Red Bluff, CA",,"Redding-Red Bluff, CA",0,1
06,107,47300,,,"Visalia, CA",,,1,1
06,109,43760,,,"Sonora, CA",,,0,1
06,111,37100,,348,"Oxnard-Thousand Oaks-Ventura, CA",,"Los Angeles-Long Beach, CA",1,1
06,113,40900,,472,"Sacramento-Roseville-Folsom, CA",,"Sacramento-Roseville, CA",1,0
06,115,49700,,472,"Yuba City, CA",,"Sacramento-Roseville, CA",1,1
08,001,19740,,216,"Denver-Aurora-Centennial, CO",,"Denver-Aurora-Greeley, CO",1,1
08,003,10480,,,"Alamosa, CO",,,0,1
08,005,19740,,216,"Denver-Aurora-Centennial, CO",,"Denver-Aurora-Greeley, CO",1,1
08,013,14500,,216,"Boulder, CO",,"Denver-Aurora-Greeley, CO",1,1
08,014,19740,,216,"Denver-Aurora-Centennial, CO",,"Denver-Aurora-Greeley, CO",1,1
08,019,19740,,216,"Denver-Aurora-Centennial, CO",,"Denver-Aurora-Greeley, CO",1,0
08,021,10480,,,"Alamosa, CO",,,0,0
08,023,10480,,,"Alamosa, CO",,,0,0
08,031,19740,,216,"Denver-Aurora-Centennial, CO",,"Denver-Aurora-Greeley, CO",1,1
08,035,19740,,216,"Denver-Aurora-Centennial, CO",,"Denver-Aurora-Greeley, CO",1,1
08,037,20780,,233,"Edwards, CO",,"Edwards-Rifle, CO",0,1
08,039,19740,,216,"Denver-Aurora-Centennial, CO",,"Denver-Aurora-Greeley, CO",1,0
08,041,17820,,,"Colorado Springs, CO",,,1,1
08,043,15860,,444,"Cañon City, CO",,"Pueblo-Cañon City, CO",0,1
08,045,40090,,233,"Rifle, CO",,"Edwards-Rifle, CO",0,1
08,047,19740,,216,"Denver-Aurora-Centennial, CO",,"Denver-Aurora-Greeley, CO",1,0
08,059,19740,,216,"Denver-Aurora-Centennial, CO",,"Denver-Aurora-Greeley, CO",1,1
08,065,14720,,,"Breckenridge, CO",,,0,0
08,067,20420,,,"Durango, CO",,,0,1
08,069,22660,,,"Fort Collins-Loveland, CO",,,1,1
08,075,44540,,,"Sterling, CO",,,0,1
08,077,24300,,,"Grand Junction, CO",,,1,1
08,081,44460,,,"Steamboat Springs, CO",,,0,0
08,085,33940,,,"Montrose, CO",,,0,1
08,087,22820,,,"Fort Morgan, CO",,,0,1
08,093,19740,,216,"Denver-Aurora-Centennial, CO",,"Denver-Aurora-Greeley, CO",1,0
08,097,40090,,233,"Rifle, CO",,"Edwards-Rifle, CO",0,0
08,101,39380,,444,"Pueblo, CO",,"Pueblo-Cañon City, CO",1,1
08,107,44460,,,"Steamboat Springs, CO",,,0,1
08,117,14720,,,"Breckenridge, CO",,,0,1
08,119,17820,,,"Colorado Springs, CO",,,1,0
08,123,24540,,216,"Greeley, CO",,"Denver-Aurora-Greeley, CO",1,1
09,110,25540,,405,"Hartford-West Hartford-East Hartford, CT",,"New Haven-Hartford-Waterbury, CT",1,1
09,120,14860,,408,"Bridgeport-Stamford-Danbury, CT",,"New York-Newark, NY-NJ-CT-PA",1,1
09,130,25540,,405,"Hartford-West Hartford-East Hartford, CT",,"New Haven-Hartford-Waterbury, CT",1,1
09,140,47930,,405,"Waterbury-Shelton, CT",,"New Haven-Hartford-Waterbury, CT",1,1
09,150,39480,,405,"Putnam, CT",,"New Haven-Hartford-Waterbury, CT",0,1
09,160,45860,,405,"Torrington, CT",,"New Haven-Hartford-Waterbury, CT",0,1
09,170,35300,,405,"New Haven, CT",,"New Haven-Hartford-Waterbury, CT",1,1
09,180,35980,,405,"Norwich-New London-Willimantic, CT",,"New Haven-Hartford-Waterbury, CT",1,1
09,190,14860,,408,"Bridgeport-Stamford-Danbury, CT",,"New York-Newark, NY-NJ-CT-PA",1,1
10,001,20100,,428,"Dover, DE",,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",1,1
10,003,37980,48864,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Wilmington, DE-MD-NJ","Philadelphia-Reading-Camden, PA-NJ-DE-MD",1,1
10,005,42580,,,"Seaford, DE",,,0,1
11,001,47900,47764,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington, DC-MD","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",1,1
12,001,23540,,264,"Gainesville, FL",,"Gainesville-Lake City, FL",1,1
12,003,27260,,300,"Jacksonville, FL",,"Jacksonville-Kingsland-Palatka, FL-GA",1,0
12,005,37460,,,"Panama City-Panama City Beach, FL",,,1,1
12,009,37340,,,"Palm Bay-Melbourne-Titusville, FL",,,1,1
12,011,33100,22744,370,"Miami-Fort Lauderdale-West Palm Beach, FL","Fort Lauderdale-Pompano Beach-Sunrise, FL","Miami-Port St. Lucie-Fort Lauderdale, FL",1,1
12,015,39460,,412,"Punta Gorda, FL",,"North Port-Bradenton, FL",1,1
12,017,26140,,,"Homosassa Springs, FL",,,1,1
12,019,27260,,300,"Jacksonville, FL",,"Jacksonville-Kingsland-Palatka, FL-GA",1,1
12,021,34940,,163,"Naples-Marco Island, FL",,"Cape Coral-Fort Myers-Naples, FL",1,1
12,023,29380,,264,"Lake City, FL",,"Gainesville-Lake City, FL",0,1
12,027,11580,,412,"Arcadia, FL",,"North Port-Bradenton, FL",0,1
12,031,27260,,300,"Jacksonville, FL",,"Jacksonville-Kingsland-Palatka, FL-GA",1,1
12,033,37860,,,"Pensacola-Ferry Pass-Brent, FL",,,1,1
12,035,19660,,422,"Deltona-Daytona Beach-Ormond Beach, FL",,"Orlando-Lakeland-Deltona, FL",1,1
12,039,45220,,533,"Tallahassee, FL",,"Tallahassee-Bainbridge, FL-GA",1,0
12,041,23540,,264,"Gainesville, FL",,"Gainesville-Lake City, FL",1,0
12,043,17500,,163,"Clewiston, FL",,"Cape Coral-Fort Myers-Naples, FL",0,0
12,051,17500,,163,"Clewiston, FL",,"Cape Coral-Fort Myers-Naples, FL",0,1
12,053,45300,45294,,"Tampa-St. Petersburg-Clearwater, FL","Tampa, FL",,1,0
12,055,42700,,,"Sebring, FL",,,1,1
12,057,45300,45294,,"Tampa-St. Petersburg-Clearwater, FL","Tampa, FL",,1,1
12,061,42680,,370,"Sebastian-Vero Beach-West Vero Corridor, FL",,"Miami-Port St. Lucie-Fort Lauderdale, FL",1,1
12,065,45220,,533,"Tallahassee, FL",,"Tallahassee-Bainbridge, FL-GA",1,0
12,069,36740,,422,"Orlando-Kissimmee-Sanford, FL",,"Orlando-Lakeland-Deltona, FL",1,0
12,071,15980,,163,"Cape Coral-Fort Myers, FL",,"Cape Coral-Fort Myers-Naples, FL",1,1
12,073,45220,,533,"Tallahassee, FL",,"Tallahassee-Bainbridge, FL-GA",1,1
12,075,23540,,264,"Gainesville, FL",,"Gainesville-Lake City, FL",1,0
12,081,35840,,412,"North Port-Bradenton-Sarasota, FL",,"North Port-Bradenton, FL",1,1
12,083,36100,,,"Ocala, FL",,,1,1
12,085,38940,,370,"Port St. Lucie, FL",,"Miami-Port St. Lucie-Fort Lauderdale, FL",1,1
12,086,33100,33124,370,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Miami Beach-Kendall, FL","Miami-Port St. Lucie-Fort Lauderdale, FL",1,1
12,087,28580,,370,"Key West-Key Largo, FL",,"Miami-Port St. Lucie-Fort Lauderdale, FL",0,1
12,089,27260,,300,"Jacksonville, FL",,"Jacksonville-Kingsland-Palatka, FL-GA",1,0
12,091,18880,,,"Crestview-Fort Walton Beach-Destin, FL",,,1,1
12,093,36380,,370,"Okeechobee, FL",,"Miami-Port St. Lucie-Fort Lauderdale, FL",0,1
12,095,36740,,422,"Orlando-Kissimmee-Sanford, FL",,"Orlando-Lakeland-Deltona, FL",1,1
12,097,36740,,422,"Orlando-Kissimmee-Sanford, FL",,"Orlando-Lakeland-Deltona, FL",1,0
12,099,33100,48424,370,"Miami-Fort Lauderdale-West Palm Beach, FL","West Palm Beach-Boca Raton-Delray Beach, FL","Miami-Port St. Lucie-Fort Lauderdale, FL",1,1
12,101,45300,45294,,"Tampa-St. Petersburg-Clearwater, FL","Tampa, FL",,1,1
12,103,45300,41304,,"Tampa-St. Petersburg-Clearwater, FL","St. Petersburg-Clearwater-Largo, FL",,1,1
12,105,29460,,422,"Lakeland-Winter Haven, FL",,"Orlando-Lakeland-Deltona, FL",1,1
12,107,37260,,300,"Palatka, FL",,"Jacksonville-Kingsland-Palatka, FL-GA",0,1
12,109,27260,,300,"Jacksonville, FL",,"Jacksonville-Kingsland-Palatka, FL-GA",1,1
12,111,38940,,370,"Port St. Lucie, FL",,"Miami-Port St. Lucie-Fort Lauderdale, FL",1,1
12,113,37860,,,"Pensacola-Ferry Pass-Brent, FL",,,1,1
12,115,35840,,412,"North Port-Bradenton-Sarasota, FL",,"North Port-Bradenton, FL",1,1
12,117,36740,,422,"Orlando-Kissimmee-Sanford, FL",,"Orlando-Lakeland-Deltona, FL",1,1
12,119,48680,,422,"Wildwood-The Villages, FL",,"Orlando-Lakeland-Deltona, FL",1,1
12,127,19660,,422,"Deltona-Daytona Beach-Ormond Beach, FL",,"Orlando-Lakeland-Deltona, FL",1,1
12,129,45220,,533,"Tallahassee, FL",,"Tallahassee-Bainbridge, FL-GA",1,0
12,131,18880,,,"Crestview-Fort Walton Beach-Destin, FL",,,1,1
12,133,37460,,,"Panama City-Panama City Beach, FL",,,1,0
13,003,20060,,,"Douglas, GA",,,0,0
13,009,33300,,,"Milledgeville, GA",,,0,1
13,013,12060,12054,122,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,0
13,015,12060,31924,122,"Atlanta-Sandy Springs-Roswell, GA","Marietta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,0
13,017,22340,,,"Fitzgerald, GA",,,0,1
13,021,31420,,356,"Macon-Bibb County, GA",,"Macon-Bibb County--Warner Robins, GA",1,1
13,025,15260,,,"Brunswick-St. Simons, GA",,,1,0
13,027,46660,,,"Valdosta, GA",,,1,0
13,029,42340,,496,"Savannah, GA",,"Savannah-Hinesville-Statesboro, GA",1,1
13,031,44340,,496,"Statesboro, GA",,"Savannah-Hinesville-Statesboro, GA",0,1
13,033,12260,,,"Augusta-Richmond County, GA-SC",,,1,0
13,035,12060,12054,122,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,0
13,039,28680,,300,"Kingsland, GA",,"Jacksonville-Kingsland-Palatka, FL-GA",0,1
13,045,12060,12054,122,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,0
13,047,16860,,174,"Chattanooga, TN-GA",,"Chattanooga-Cleveland-Dalton, TN-GA-AL",1,1
13,051,42340,,496,"Savannah, GA",,"Savannah-Hinesville-Statesboro, GA",1,1
13,053,17980,,194,"Columbus, GA-AL",,"Columbus-Auburn-Opelika, GA-AL",1,1
13,055,44900,,174,"Summerville, GA",,"Chattanooga-Cleveland-Dalton, TN-GA-AL",0,1
13,057,12060,31924,122,"Atlanta-Sandy Springs-Roswell, GA","Marietta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,1
13,059,12020,,122,"Athens-Clarke County, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,1
13,063,12060,12054,122,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,1
13,067,12060,31924,122,"Atlanta-Sandy Springs-Roswell, GA","Marietta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,1
13,069,20060,,,"Douglas, GA",,,0,1
13,071,34220,,,"Moultrie, GA",,,0,1
13,073,12260,,,"Augusta-Richmond County, GA-SC",,,1,1
13,077,12060,12054,122,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,1
13,079,31420,,356,"Macon-Bibb County, GA",,"Macon-Bibb County--Warner Robins, GA",1,0
13,081,18380,,,"Cordele, GA",,,0,1
13,083,16860,,174,"Chattanooga, TN-GA",,"Chattanooga-Cleveland-Dalton, TN-GA-AL",1,0
13,085,12060,12054,122,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,1
13,087,12460,,533,"Bainbridge, GA",,"Tallahassee-Bainbridge, FL-GA",0,1
13,089,12060,12054,122,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,1
13,095,10500,,,"Albany, GA",,,1,1
13,097,12060,12054,122,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,1
13,101,46660,,,"Valdosta, GA",,,1,0
13,103,42340,,496,"Savannah, GA",,"Savannah-Hinesville-Statesboro, GA",1,0
13,109,44340,,496,"Statesboro, GA",,"Savannah-Hinesville-Statesboro, GA",0,0
13,113,12060,12054,122,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,1
13,115,40660,,122,"Rome, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,1
13,117,12060,12054,122,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,1
13,121,12060,12054,122,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,1
13,127,15260,,,"Brunswick-St. Simons, GA",,,1,1
13,129,15660,,122,"Calhoun, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",0,1
13,131,45620,,,"Thomasville, GA",,,0,0
13,135,12060,12054,122,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,1
13,137,18460,,122,"Cornelia, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",0,1
13,139,23580,,122,"Gainesville, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,1
13,143,12060,31924,122,"Atlanta-Sandy Springs-Roswell, GA","Marietta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,0
13,145,17980,,194,"Columbus, GA-AL",,"Columbus-Auburn-Opelika, GA-AL",1,0
13,149,12060,12054,122,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,0
13,151,12060,12054,122,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,1
13,153,47580,,356,"Warner Robins, GA",,"Macon-Bibb County--Warner Robins, GA",1,1
13,157,27600,,122,"Jefferson, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",0,1
13,159,12060,12054,122,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,0
13,167,20140,,,"Dublin, GA",,,0,0
13,169,31420,,356,"Macon-Bibb County, GA",,"Macon-Bibb County--Warner Robins, GA",1,0
13,173,46660,,,"Valdosta, GA",,,1,0
13,175,20140,,,"Dublin, GA",,,0,1
13,177,10500,,,"Albany, GA",,,1,1
13,179,25980,,496,"Hinesville, GA",,"Savannah-Hinesville-Statesboro, GA",1,1
13,181,12260,,,"Augusta-Richmond County, GA-SC",,,1,0
13,183,25980,,496,"Hinesville, GA",,"Savannah-Hinesville-Statesboro, GA",1,0
13,185,46660,,,"Valdosta, GA",,,1,1
13,187,12060,12054,122,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1,0
