County Code,County Title,MSA Code,MSA Title,CSA Code,CSA Title
01069,"Houston County, Alabama",C2002,"Dothan, AL  MSA",CS222,"Dothan-Enterprise-Ozark, AL CSA"
01071,"Jackson County, Alabama",C4246,"Scottsboro, AL  MicroSA",,
01073,"Jefferson County, Alabama",C1382,"Birmingham-Hoover, AL  MSA",CS142,"Birmingham-Hoover-Cullman, AL CSA"
01077,"Lauderdale County, Alabama",C2252,"Florence-Muscle Shoals, AL MSA",,
01079,"Lawrence County, Alabama",C1946,"Decatur, AL  MSA",CS290,"Huntsville-Decatur, AL CSA"
01081,"Lee County, Alabama",C1222,"Auburn-Opelika, AL  MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA"
01083,"Limestone County, Alabama",C2662,"Huntsville, AL  MSA",CS290,"Huntsville-Decatur, AL CSA"
01085,"Lowndes County, Alabama",C3386,"Montgomery, AL  MSA",CS388,"Montgomery-Alexander City, AL CSA"
01087,"Macon County, Alabama",C4626,"Tuskegee, AL  MicroSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA"
01089,"Madison County, Alabama",C2662,"Huntsville, AL  MSA",CS290,"Huntsville-Decatur, AL CSA"
01095,"Marshall County, Alabama",C1070,"Albertville, AL  MicroSA",,
01097,"Mobile County, Alabama",C3366,"Mobile, AL  MSA",CS380,"Mobile-Daphne-Fairhope, AL CSA"
01101,"Montgomery County, Alabama",C3386,"Montgomery, AL  MSA",CS388,"Montgomery-Alexander City, AL CSA"
01103,"Morgan County, Alabama",C1946,"Decatur, AL  MSA",CS290,"Huntsville-Decatur, AL CSA"
01109,"Pike County, Alabama",C4598,"Troy, AL  MicroSA",,
01113,"Russell County, Alabama",C1798,"Columbus, GA-AL  MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA"
01115,"St. Clair County, Alabama",C1382,"Birmingham-Hoover, AL  MSA",CS142,"Birmingham-Hoover-Cullman, AL CSA"
01117,"Shelby County, Alabama",C1382,"Birmingham-Hoover, AL  MSA",CS142,"Birmingham-Hoover-Cullman, AL CSA"
01121,"Talladega County, Alabama",C4518,"Talladega-Sylacauga, AL  MicroSA",,
01123,"Tallapoosa County, Alabama",C1076,"Alexander City, AL MicroSA",CS388,"Montgomery-Alexander City, AL CSA"
01125,"Tuscaloosa County, Alabama",C4622,"Tuscaloosa, AL  MSA",,
01127,"Walker County, Alabama",C1382,"Birmingham-Hoover, AL  MSA",CS142,"Birmingham-Hoover-Cullman, AL CSA"
02020,"Anchorage Municipality, Alaska",C1126,"Anchorage, AK  MSA",,
02090,"Fairbanks North Star Borough, Alaska",C2182,"Fairbanks, AK  MSA",,
02110,"Juneau City and Borough, Alaska",C2794,"Juneau, AK  MicroSA",,
02130,"Ketchikan Gateway Borough, Alaska",C2854,"Ketchikan, AK  MicroSA",,
02150,"Kodiak Island Borough, Alaska",C2898,"Kodiak, AK  MicroSA",,
02170,"Matanuska-Susitna Borough, Alaska",C1126,"Anchorage, AK  MSA",,
04003,"Cochise County, Arizona",C4342,"Sierra Vista-Douglas, AZ  MicroSA",,
04005,"Coconino County, Arizona",C2238,"Flagstaff, AZ  MSA",,
04007,"Gila County, Arizona",C3774,"Payson, AZ  MicroSA",,
04009,"Graham County, Arizona",C4094,"Safford, AZ  MicroSA",,
04011,"Greenlee County, Arizona",C4094,"Safford, AZ  MicroSA",,
04013,"Maricopa County, Arizona",C3806,"Phoenix-Mesa-Scottsdale, AZ  MSA",,
04015,"Mohave County, Arizona",C2942,"Lake Havasu City-Kingman, AZ  MicroSA",,
04019,"Pima County, Arizona",C4606,"Tucson, AZ  MSA",,
04021,"Pinal County, Arizona",C3806,"Phoenix-Mesa-Scottsdale, AZ  MSA",,
04023,"Santa Cruz County, Arizona",C3570,"Nogales, AZ  MicroSA",,
04025,"Yavapai County, Arizona",C3914,"Prescott, AZ  MSA",,
04027,"Yuma County, Arizona",C4974,"Yuma, AZ  MSA",,
05005,"Baxter County, Arkansas",C3426,"Mountain Home, AR  MicroSA",,
05007,"Benton County, Arkansas",C2222,"Fayetteville-Springdale-Rogers, AR-MO MSA",,
05009,"Boone County, Arkansas",C2546,"Harrison, AR  MicroSA",,
05013,"Calhoun County, Arkansas",C1578,"Camden, AR  MicroSA",,
05019,"Clark County, Arkansas",C1166,"Arkadelphia, AR  MicroSA",,
05025,"Cleveland County, Arkansas",C3822,"Pine Bluff, AR  MSA",CS340,"Little Rock-North Little Rock-Pine Bluff, AR CSA"
05027,"Columbia County, Arkansas",C3162,"Magnolia, AR  MicroSA",,
05031,"Craighead County, Arkansas",C2786,"Jonesboro, AR  MSA",,
05033,"Crawford County, Arkansas",C2290,"Fort Smith, AR-OK  MSA",,
05035,"Crittenden County, Arkansas",C3282,"Memphis, TN-MS-AR  MSA",,
05045,"Faulkner County, Arkansas",C3078,"Little Rock-North Little Rock, AR  MSA",CS340,"Little Rock-North Little Rock-Pine Bluff, AR CSA"
05047,"Franklin County, Arkansas",C2290,"Fort Smith, AR-OK  MSA",,
05051,"Garland County, Arkansas",C2630,"Hot Springs, AR  MSA",,
05053,"Grant County, Arkansas",C3078,"Little Rock-North Little Rock, AR  MSA",CS340,"Little Rock-North Little Rock-Pine Bluff, AR CSA"
05055,"Greene County, Arkansas",C3750,"Paragould, AR  MicroSA",,
05057,"Hempstead County, Arkansas",C2626,"Hope, AR  MicroSA",,
05063,"Independence County, Arkansas",C1290,"Batesville, AR  MicroSA",,
05069,"Jefferson County, Arkansas",C3822,"Pine Bluff, AR  MSA",CS340,"Little Rock-North Little Rock-Pine Bluff, AR CSA"
05079,"Lincoln County, Arkansas",C3822,"Pine Bluff, AR  MSA",CS340,"Little Rock-North Little Rock-Pine Bluff, AR CSA"
05085,"Lonoke County, Arkansas",C3078,"Little Rock-North Little Rock, AR  MSA",CS340,"Little Rock-North Little Rock-Pine Bluff, AR CSA"
05087,"Madison County, Arkansas",C2222,"Fayetteville-Springdale-Rogers, AR-MO MSA",,
05091,"Miller County, Arkansas",C4550,"Texarkana, TX-Texarkana, AR MSA",,
05093,"Mississippi County, Arkansas",C1418,"Blytheville, AR  MicroSA",,
05099,"Nevada County, Arkansas",C2626,"Hope, AR  MicroSA",,
05101,"Newton County, Arkansas",C2546,"Harrison, AR  MicroSA",,
05103,"Ouachita County, Arkansas",C1578,"Camden, AR  MicroSA",,
05105,"Perry County, Arkansas",C3078,"Little Rock-North Little Rock, AR  MSA",CS340,"Little Rock-North Little Rock-Pine Bluff, AR CSA"
05107,"Phillips County, Arkansas",C4834,"West Helena, AR  MicroSA",,
05111,"Poinsett County, Arkansas",C2786,"Jonesboro, AR  MSA",,
05115,"Pope County, Arkansas",C4078,"Russellville, AR  MicroSA",,
05119,"Pulaski County, Arkansas",C3078,"Little Rock-North Little Rock, AR  MSA",CS340,"Little Rock-North Little Rock-Pine Bluff, AR CSA"
05123,"St. Francis County, Arkansas",C2262,"Forrest City, AR  MicroSA",,
05125,"Saline County, Arkansas",C3078,"Little Rock-North Little Rock, AR  MSA",CS340,"Little Rock-North Little Rock-Pine Bluff, AR CSA"
05131,"Sebastian County, Arkansas",C2290,"Fort Smith, AR-OK  MSA",,
05139,"Union County, Arkansas",C2098,"El Dorado, AR  MicroSA",,
05143,"Washington County, Arkansas",C2222,"Fayetteville-Springdale-Rogers, AR-MO MSA",,
05145,"White County, Arkansas",C4262,"Searcy, AR  MicroSA",CS340,"Little Rock-North Little Rock-Pine Bluff, AR CSA"
05149,"Yell County, Arkansas",C4078,"Russellville, AR  MicroSA",,
06001,"Alameda County, California",C4186,"San Francisco-Oakland-Fremont, CA  MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06007,"Butte County, California",C1702,"Chico, CA  MSA",,
06013,"Contra Costa County, California",C4186,"San Francisco-Oakland-Fremont, CA  MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06015,"Del Norte County, California",C1886,"Crescent City, CA  MicroSA",,
06017,"El Dorado County, California",C4090,"Sacramento--Arden-Arcade--Roseville, CA  MSA",CS472,"Sacramento--Arden-Arcade--Truckee, CA-NV CSA"
06019,"Fresno County, California",C2342,"Fresno, CA  MSA",CS260,"Fresno-Madera, CA CSA"
06023,"Humboldt County, California",C2170,"Eureka-Arcata-Fortuna, CA  MicroSA",,
06025,"Imperial County, California",C2094,"El Centro, CA  MSA",,
06027,"Inyo County, California",C1386,"Bishop, CA  MicroSA",,
06029,"Kern County, California",C1254,"Bakersfield, CA  MSA",,
06031,"Kings County, California",C2526,"Hanford-Corcoran, CA  MSA",,
06033,"Lake County, California",C1734,"Clearlake, CA  MicroSA",,
06035,"Lassen County, California",C4500,"Susanville, CA MicroSA",,
06037,"Los Angeles County, California",C3110,"Los Angeles-Long Beach-Santa Ana, CA  MSA",CS348,"Los Angeles-Long Beach-Riverside, CA CSA"
06039,"Madera County, California",C3146,"Madera, CA  MSA",CS260,"Fresno-Madera, CA CSA"
06041,"Marin County, California",C4186,"San Francisco-Oakland-Fremont, CA  MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06045,"Mendocino County, California",C4638,"Ukiah, CA  MicroSA",,
06047,"Merced County, California",C3290,"Merced, CA  MSA",,
06053,"Monterey County, California",C4150,"Salinas, CA  MSA",,
06055,"Napa County, California",C3490,"Napa, CA  MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06057,"Nevada County, California",C4602,"Truckee-Grass Valley, CA  MicroSA",CS472,"Sacramento--Arden-Arcade--Truckee, CA-NV CSA"
06059,"Orange County, California",C3110,"Los Angeles-Long Beach-Santa Ana, CA  MSA",CS348,"Los Angeles-Long Beach-Riverside, CA CSA"
06061,"Placer County, California",C4090,"Sacramento--Arden-Arcade--Roseville, CA  MSA",CS472,"Sacramento--Arden-Arcade--Truckee, CA-NV CSA"
06065,"Riverside County, California",C4014,"Riverside-San Bernardino-Ontario, CA  MSA",CS348,"Los Angeles-Long Beach-Riverside, CA CSA"
06067,"Sacramento County, California",C4090,"Sacramento--Arden-Arcade--Roseville, CA  MSA",CS472,"Sacramento--Arden-Arcade--Truckee, CA-NV CSA"
06069,"San Benito County, California",C4194,"San Jose-Sunnyvale-Santa Clara, CA  MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06071,"San Bernardino County, California",C4014,"Riverside-San Bernardino-Ontario, CA  MSA",CS348,"Los Angeles-Long Beach-Riverside, CA CSA"
06073,"San Diego County, California",C4174,"San Diego-Carlsbad-San Marcos, CA  MSA",,
06075,"San Francisco County, California",C4186,"San Francisco-Oakland-Fremont, CA  MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06077,"San Joaquin County, California",C4470,"Stockton, CA  MSA",,
06079,"San Luis Obispo County, California",C4202,"San Luis Obispo-Paso Robles, CA  MSA",,
06081,"San Mateo County, California",C4186,"San Francisco-Oakland-Fremont, CA  MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06083,"Santa Barbara County, California",C4206,"Santa Barbara-Santa Maria-Goleta, CA  MSA",,
06085,"Santa Clara County, California",C4194,"San Jose-Sunnyvale-Santa Clara, CA  MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06087,"Santa Cruz County, California",C4210,"Santa Cruz-Watsonville, CA  MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06089,"Shasta County, California",C3982,"Redding, CA  MSA",,
06095,"Solano County, California",C4670,"Vallejo-Fairfield, CA  MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06097,"Sonoma County, California",C4222,"Santa Rosa-Petaluma, CA  MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06099,"Stanislaus County, California",C3370,"Modesto, CA  MSA",,
06101,"Sutter County, California",C4970,"Yuba City, CA  MSA",,
06103,"Tehama County, California",C3978,"Red Bluff, CA  MicroSA",,
06107,"Tulare County, California",C4730,"Visalia-Porterville, CA  MSA",,
06109,"Tuolumne County, California",C3802,"Phoenix Lake-Cedar Ridge, CA  MicroSA",,
06111,"Ventura County, California",C3710,"Oxnard-Thousand Oaks-Ventura, CA  MSA",CS348,"Los Angeles-Long Beach-Riverside, CA CSA"
06113,"Yolo County, California",C4090,"Sacramento--Arden-Arcade--Roseville, CA  MSA",CS472,"Sacramento--Arden-Arcade--Truckee, CA-NV CSA"
06115,"Yuba County, California",C4970,"Yuba City, CA  MSA",,
08001,"Adams County, Colorado",C1974,"Denver-Aurora, CO  MSA",CS216,"Denver-Aurora-Boulder, CO CSA"
08005,"Arapahoe County, Colorado",C1974,"Denver-Aurora, CO  MSA",CS216,"Denver-Aurora-Boulder, CO CSA"
08013,"Boulder County, Colorado",C1450,"Boulder, CO  MSA",CS216,"Denver-Aurora-Boulder, CO CSA"
08014,"Broomfield County, Colorado",C1974,"Denver-Aurora, CO  MSA",CS216,"Denver-Aurora-Boulder, CO CSA"
08019,"Clear Creek County, Colorado",C1974,"Denver-Aurora, CO  MSA",CS216,"Denver-Aurora-Boulder, CO CSA"
08031,"Denver County, Colorado",C1974,"Denver-Aurora, CO  MSA",CS216,"Denver-Aurora-Boulder, CO CSA"
08035,"Douglas County, Colorado",C1974,"Denver-Aurora, CO  MSA",CS216,"Denver-Aurora-Boulder, CO CSA"
08037,"Eagle County, Colorado",C2078,"Edwards, CO  MicroSA",,
08039,"Elbert County, Colorado",C1974,"Denver-Aurora, CO  MSA",CS216,"Denver-Aurora-Boulder, CO CSA"
08041,"El Paso County, Colorado",C1782,"Colorado Springs, CO  MSA",,
08043,"Fremont County, Colorado",C1586,"Canon City, CO  MicroSA",,
08047,"Gilpin County, Colorado",C1974,"Denver-Aurora, CO  MSA",CS216,"Denver-Aurora-Boulder, CO CSA"
08059,"Jefferson County, Colorado",C1974,"Denver-Aurora, CO  MSA",CS216,"Denver-Aurora-Boulder, CO CSA"
08065,"Lake County, Colorado",C2078,"Edwards, CO  MicroSA",,
08067,"La Plata County, Colorado",C2042,"Durango, CO  MicroSA",,
08069,"Larimer County, Colorado",C2266,"Fort Collins-Loveland, CO  MSA",,
08075,"Logan County, Colorado",C4454,"Sterling, CO  MicroSA",,
08077,"Mesa County, Colorado",C2430,"Grand Junction, CO  MSA",,
08085,"Montrose County, Colorado",C3394,"Montrose, CO  MicroSA",,
08087,"Morgan County, Colorado",C2282,"Fort Morgan, CO  MicroSA",,
08093,"Park County, Colorado",C1974,"Denver-Aurora, CO  MSA",CS216,"Denver-Aurora-Boulder, CO CSA"
08101,"Pueblo County, Colorado",C3938,"Pueblo, CO  MSA",,
08117,"Summit County, Colorado",C4354,"Silverthorne, CO  MicroSA",,
08119,"Teller County, Colorado",C1782,"Colorado Springs, CO  MSA",,
08123,"Weld County, Colorado",C2454,"Greeley, CO  MSA",,
09001,"Fairfield County, Connecticut",C1486,"Bridgeport-Stamford-Norwalk, CT  MSA",CS408,"New York-Newark-Bridgeport, NY-NJ-CT-PA CSA"
09003,"Hartford County, Connecticut",C2554,"Hartford-West Hartford-East Hartford, CT  MSA",CS278,"Hartford-West Hartford-Willimantic, CT CSA"
09005,"Litchfield County, Connecticut",C4586,"Torrington, CT  MicroSA",CS408,"New York-Newark-Bridgeport, NY-NJ-CT-PA CSA"
09007,"Middlesex County, Connecticut",C2554,"Hartford-West Hartford-East Hartford, CT  MSA",CS278,"Hartford-West Hartford-Willimantic, CT CSA"
09009,"New Haven County, Connecticut",C3530,"New Haven-Milford, CT  MSA",CS408,"New York-Newark-Bridgeport, NY-NJ-CT-PA CSA"
09011,"New London County, Connecticut",C3598,"Norwich-New London, CT  MSA",,
09013,"Tolland County, Connecticut",C2554,"Hartford-West Hartford-East Hartford, CT  MSA",CS278,"Hartford-West Hartford-Willimantic, CT CSA"
09015,"Windham County, Connecticut",C4874,"Willimantic, CT  MicroSA",CS278,"Hartford-West Hartford-Willimantic, CT CSA"
10001,"Kent County, Delaware",C2010,"Dover, DE  MSA",,
10003,"New Castle County, Delaware",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  MSA",CS428,"Philadelphia-Camden-Vineland, PA-NJ-DE-MD CSA"
10005,"Sussex County, Delaware",C4258,"Seaford, DE  MicroSA",,
11001,"District of Columbia, District of Columbia",C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",CS548,"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV CSA"
12001,"Alachua County, Florida",C2354,"Gainesville, FL  MSA",,
12003,"Baker County, Florida",C2726,"Jacksonville, FL  MSA",,
12005,"Bay County, Florida",C3746,"Panama City-Lynn Haven, FL  MSA",,
12009,"Brevard County, Florida",C3734,"Palm Bay-Melbourne-Titusville, FL  MSA",,
12011,"Broward County, Florida",C3310,"Miami-Fort Lauderdale-Miami Beach, FL  MSA",,
12015,"Charlotte County, Florida",C3946,"Punta Gorda, FL  MSA",,
12017,"Citrus County, Florida",C2614,"Homosassa Springs, FL  MicroSA",,
12019,"Clay County, Florida",C2726,"Jacksonville, FL  MSA",,
12021,"Collier County, Florida",C3494,"Naples-Marco Island, FL  MSA",,
12023,"Columbia County, Florida",C2938,"Lake City, FL  MicroSA",,
12027,"DeSoto County, Florida",C1158,"Arcadia, FL  MicroSA",,
12031,"Duval County, Florida",C2726,"Jacksonville, FL  MSA",,
12033,"Escambia County, Florida",C3786,"Pensacola-Ferry Pass-Brent, FL  MSA",,
12035,"Flagler County, Florida",C3738,"Palm Coast, FL  MicroSA",CS214,"Deltona-Daytona Beach-Palm Coast, FL CSA"
12039,"Gadsden County, Florida",C4522,"Tallahassee, FL  MSA",,
12041,"Gilchrist County, Florida",C2354,"Gainesville, FL  MSA",,
12049,"Hardee County, Florida",C4810,"Wauchula, FL  MicroSA",,
12051,"Hendry County, Florida",C1750,"Clewiston, FL  MicroSA",,
12053,"Hernando County, Florida",C4530,"Tampa-St. Petersburg-Clearwater, FL  MSA",,
12055,"Highlands County, Florida",C4270,"Sebring, FL  MicroSA",,
12057,"Hillsborough County, Florida",C4530,"Tampa-St. Petersburg-Clearwater, FL  MSA",,
12061,"Indian River County, Florida",C4694,"Vero Beach, FL  MSA",,
12065,"Jefferson County, Florida",C4522,"Tallahassee, FL  MSA",,
12069,"Lake County, Florida",C3674,"Orlando, FL  MSA",CS422,"Orlando-The Villages, FL CSA"
12071,"Lee County, Florida",C1598,"Cape Coral-Fort Myers, FL  MSA",,
12073,"Leon County, Florida",C4522,"Tallahassee, FL  MSA",,
12081,"Manatee County, Florida",C4226,"Sarasota-Bradenton-Venice, FL  MSA",,
12083,"Marion County, Florida",C3610,"Ocala, FL  MSA",,
12085,"Martin County, Florida",C3894,"Port St. Lucie-Fort Pierce, FL  MSA",,
12086,"Miami-Dade County, Florida",C3310,"Miami-Fort Lauderdale-Miami Beach, FL  MSA",,
12087,"Monroe County, Florida",C2858,"Key West-Marathon, FL  MicroSA",,
12089,"Nassau County, Florida",C2726,"Jacksonville, FL  MSA",,
12091,"Okaloosa County, Florida",C2302,"Fort Walton Beach-Crestview-Destin, FL  MSA",,
12093,"Okeechobee County, Florida",C3638,"Okeechobee, FL  MicroSA",,
12095,"Orange County, Florida",C3674,"Orlando, FL  MSA",CS422,"Orlando-The Villages, FL CSA"
12097,"Osceola County, Florida",C3674,"Orlando, FL  MSA",CS422,"Orlando-The Villages, FL CSA"
12099,"Palm Beach County, Florida",C3310,"Miami-Fort Lauderdale-Miami Beach, FL  MSA",,
12101,"Pasco County, Florida",C4530,"Tampa-St. Petersburg-Clearwater, FL  MSA",,
12103,"Pinellas County, Florida",C4530,"Tampa-St. Petersburg-Clearwater, FL  MSA",,
12105,"Polk County, Florida",C2946,"Lakeland, FL  MSA",,
12107,"Putnam County, Florida",C3726,"Palatka, FL  MicroSA",,
12109,"St. Johns County, Florida",C2726,"Jacksonville, FL  MSA",,
12111,"St. Lucie County, Florida",C3894,"Port St. Lucie-Fort Pierce, FL  MSA",,
12113,"Santa Rosa County, Florida",C3786,"Pensacola-Ferry Pass-Brent, FL  MSA",,
12115,"Sarasota County, Florida",C4226,"Sarasota-Bradenton-Venice, FL  MSA",,
12117,"Seminole County, Florida",C3674,"Orlando, FL  MSA",CS422,"Orlando-The Villages, FL CSA"
12119,"Sumter County, Florida",C4554,"The Villages, FL  MicroSA",CS422,"Orlando-The Villages, FL CSA"
12127,"Volusia County, Florida",C1966,"Deltona-Daytona Beach-Ormond Beach, FL  MSA",CS214,"Deltona-Daytona Beach-Palm Coast, FL CSA"
12129,"Wakulla County, Florida",C4522,"Tallahassee, FL  MSA",,
13003,"Atkinson County, Georgia",C2006,"Douglas, GA  MicroSA",,
13007,"Baker County, Georgia",C1050,"Albany, GA  MSA",,
13009,"Baldwin County, Georgia",C3330,"Milledgeville, GA  MicroSA",,
13013,"Barrow County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13015,"Bartow County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13017,"Ben Hill County, Georgia",C2234,"Fitzgerald, GA  MicroSA",,
13021,"Bibb County, Georgia",C3142,"Macon, GA  MSA",CS356,"Macon-Warner Robins-Fort Valley, GA CSA"
13025,"Brantley County, Georgia",C1526,"Brunswick, GA  MSA",,
13027,"Brooks County, Georgia",C4666,"Valdosta, GA  MSA",,
13029,"Bryan County, Georgia",C4234,"Savannah, GA  MSA",CS496,"Savannah-Hinesville-Fort Stewart, GA CSA"
13031,"Bulloch County, Georgia",C4434,"Statesboro, GA  MicroSA",,
13033,"Burke County, Georgia",C1226,"Augusta-Richmond County, GA-SC  MSA",,
13035,"Butts County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13039,"Camden County, Georgia",C4122,"St. Marys, GA  MicroSA",,
13045,"Carroll County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13047,"Catoosa County, Georgia",C1686,"Chattanooga, TN-GA  MSA",CS174,"Chattanooga-Cleveland-Athens, TN-GA CSA"
13051,"Chatham County, Georgia",C4234,"Savannah, GA  MSA",CS496,"Savannah-Hinesville-Fort Stewart, GA CSA"
13053,"Chattahoochee County, Georgia",C1798,"Columbus, GA-AL  MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA"
13055,"Chattooga County, Georgia",C4490,"Summerville, GA  MicroSA",,
13057,"Cherokee County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13059,"Clarke County, Georgia",C1202,"Athens-Clarke County, GA  MSA",,
13063,"Clayton County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13067,"Cobb County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13069,"Coffee County, Georgia",C2006,"Douglas, GA  MicroSA",,
13071,"Colquitt County, Georgia",C3422,"Moultrie, GA  MicroSA",,
13073,"Columbia County, Georgia",C1226,"Augusta-Richmond County, GA-SC  MSA",,
13077,"Coweta County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13079,"Crawford County, Georgia",C3142,"Macon, GA  MSA",CS356,"Macon-Warner Robins-Fort Valley, GA CSA"
13081,"Crisp County, Georgia",C1838,"Cordele, GA  MicroSA",,
13083,"Dade County, Georgia",C1686,"Chattanooga, TN-GA  MSA",CS174,"Chattanooga-Cleveland-Athens, TN-GA CSA"
13085,"Dawson County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13087,"Decatur County, Georgia",C1246,"Bainbridge, GA  MicroSA",,
13089,"DeKalb County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13095,"Dougherty County, Georgia",C1050,"Albany, GA  MSA",,
13097,"Douglas County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13101,"Echols County, Georgia",C4666,"Valdosta, GA  MSA",,
13103,"Effingham County, Georgia",C4234,"Savannah, GA  MSA",CS496,"Savannah-Hinesville-Fort Stewart, GA CSA"
13113,"Fayette County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13115,"Floyd County, Georgia",C4066,"Rome, GA  MSA",,
13117,"Forsyth County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13121,"Fulton County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13127,"Glynn County, Georgia",C1526,"Brunswick, GA  MSA",,
13129,"Gordon County, Georgia",C1566,"Calhoun, GA  MicroSA",,
13135,"Gwinnett County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13137,"Habersham County, Georgia",C1846,"Cornelia, GA  MicroSA",,
