County Code,County Title,MSA Code,MSA Title,CSA Code,CSA Title
13139,"Hall County, Georgia",C2358,"Gainesville, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13141,"Hancock County, Georgia",C3330,"Milledgeville, GA  MicroSA",,
13143,"Haralson County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13145,"Harris County, Georgia",C1798,"Columbus, GA-AL  MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA"
13149,"Heard County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13151,"Henry County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13153,"Houston County, Georgia",C4758,"Warner Robins, GA  MSA",CS356,"Macon-Warner Robins-Fort Valley, GA CSA"
13155,"Irwin County, Georgia",C2234,"Fitzgerald, GA  MicroSA",,
13159,"Jasper County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13167,"Johnson County, Georgia",C2014,"Dublin, GA  MicroSA",,
13169,"Jones County, Georgia",C3142,"Macon, GA  MSA",CS356,"Macon-Warner Robins-Fort Valley, GA CSA"
13171,"Lamar County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13173,"Lanier County, Georgia",C4666,"Valdosta, GA  MSA",,
13175,"Laurens County, Georgia",C2014,"Dublin, GA  MicroSA",,
13177,"Lee County, Georgia",C1050,"Albany, GA  MSA",,
13179,"Liberty County, Georgia",C2598,"Hinesville-Fort Stewart, GA  MSA",CS496,"Savannah-Hinesville-Fort Stewart, GA CSA"
13183,"Long County, Georgia",C2598,"Hinesville-Fort Stewart, GA  MSA",CS496,"Savannah-Hinesville-Fort Stewart, GA CSA"
13185,"Lowndes County, Georgia",C4666,"Valdosta, GA  MSA",,
13189,"McDuffie County, Georgia",C1226,"Augusta-Richmond County, GA-SC  MSA",,
13191,"McIntosh County, Georgia",C1526,"Brunswick, GA  MSA",,
13195,"Madison County, Georgia",C1202,"Athens-Clarke County, GA  MSA",,
13197,"Marion County, Georgia",C1798,"Columbus, GA-AL  MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA"
13199,"Meriwether County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13207,"Monroe County, Georgia",C3142,"Macon, GA  MSA",CS356,"Macon-Warner Robins-Fort Valley, GA CSA"
13209,"Montgomery County, Georgia",C4708,"Vidalia, GA MicroSA",,
13213,"Murray County, Georgia",C1914,"Dalton, GA  MSA",,
13215,"Muscogee County, Georgia",C1798,"Columbus, GA-AL  MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA"
13217,"Newton County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13219,"Oconee County, Georgia",C1202,"Athens-Clarke County, GA  MSA",,
13221,"Oglethorpe County, Georgia",C1202,"Athens-Clarke County, GA  MSA",,
13223,"Paulding County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13225,"Peach County, Georgia",C2298,"Fort Valley, GA  MicroSA",CS356,"Macon-Warner Robins-Fort Valley, GA CSA"
13227,"Pickens County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13229,"Pierce County, Georgia",C4818,"Waycross, GA  MicroSA",,
13231,"Pike County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13233,"Polk County, Georgia",C1634,"Cedartown, GA  MicroSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13239,"Quitman County, Georgia",C2164,"Eufaula, AL-GA MicroSA",,
13245,"Richmond County, Georgia",C1226,"Augusta-Richmond County, GA-SC  MSA",,
13247,"Rockdale County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13249,"Schley County, Georgia",C1114,"Americus, GA  MicroSA",,
13255,"Spalding County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13257,"Stephens County, Georgia",C4574,"Toccoa, GA  MicroSA",,
13261,"Sumter County, Georgia",C1114,"Americus, GA  MicroSA",,
13273,"Terrell County, Georgia",C1050,"Albany, GA  MSA",,
13275,"Thomas County, Georgia",C4562,"Thomasville, GA  MicroSA",,
13277,"Tift County, Georgia",C4570,"Tifton, GA  MicroSA",,
13279,"Toombs County, Georgia",C4708,"Vidalia, GA MicroSA",,
13285,"Troup County, Georgia",C2930,"LaGrange, GA  MicroSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13289,"Twiggs County, Georgia",C3142,"Macon, GA  MSA",CS356,"Macon-Warner Robins-Fort Valley, GA CSA"
13293,"Upson County, Georgia",C4558,"Thomaston, GA  MicroSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13295,"Walker County, Georgia",C1686,"Chattanooga, TN-GA  MSA",CS174,"Chattanooga-Cleveland-Athens, TN-GA CSA"
13297,"Walton County, Georgia",C1206,"Atlanta-Sandy Springs-Marietta, GA  MSA",CS122,"Atlanta-Sandy Springs-Gainesville, GA-AL CSA"
13299,"Ware County, Georgia",C4818,"Waycross, GA  MicroSA",,
13305,"Wayne County, Georgia",C2770,"Jesup, GA  MicroSA",,
13313,"Whitfield County, Georgia",C1914,"Dalton, GA  MSA",,
13321,"Worth County, Georgia",C1050,"Albany, GA  MSA",,
15001,"Hawaii County, Hawaii",C2590,"Hilo, HI  MicroSA",,
15003,"Honolulu County, Hawaii",C2618,"Honolulu, HI  MSA",,
15007,"Kauai County, Hawaii",C2818,"Kapaa, HI  MicroSA",,
15009,"Maui + Kalawao County, Hawaii",C2798,"Kahului-Wailuku, HI  MicroSA",,
16001,"Ada County, Idaho",C1426,"Boise City-Nampa, ID  MSA",,
16005,"Bannock County, Idaho",C3854,"Pocatello, ID  MSA",,
16011,"Bingham County, Idaho",C1394,"Blackfoot, ID  MicroSA",CS292,"Idaho Falls-Blackfoot, ID CSA"
16015,"Boise County, Idaho",C1426,"Boise City-Nampa, ID  MSA",,
16019,"Bonneville County, Idaho",C2682,"Idaho Falls, ID  MSA",CS292,"Idaho Falls-Blackfoot, ID CSA"
16027,"Canyon County, Idaho",C1426,"Boise City-Nampa, ID  MSA",,
16031,"Cassia County, Idaho",C1542,"Burley, ID  MicroSA",,
16039,"Elmore County, Idaho",C3430,"Mountain Home, ID  MicroSA",,
16041,"Franklin County, Idaho",C3086,"Logan, UT-ID  MSA",,
16043,"Fremont County, Idaho",C3994,"Rexburg, ID  MicroSA",,
16045,"Gem County, Idaho",C1426,"Boise City-Nampa, ID  MSA",,
16051,"Jefferson County, Idaho",C2682,"Idaho Falls, ID  MSA",CS292,"Idaho Falls-Blackfoot, ID CSA"
16053,"Jerome County, Idaho",C4630,"Twin Falls, ID  MicroSA",,
16055,"Kootenai County, Idaho",C1766,"Coeur d'Alene, ID  MSA",,
16057,"Latah County, Idaho",C3414,"Moscow, ID  MicroSA",,
16065,"Madison County, Idaho",C3994,"Rexburg, ID  MicroSA",,
16067,"Minidoka County, Idaho",C1542,"Burley, ID  MicroSA",,
16069,"Nez Perce County, Idaho",C3030,"Lewiston, ID-WA  MSA",,
16073,"Owyhee County, Idaho",C1426,"Boise City-Nampa, ID  MSA",,
16075,"Payette County, Idaho",C3662,"Ontario, OR-ID  MicroSA",,
16077,"Power County, Idaho",C3854,"Pocatello, ID  MSA",,
16081,"Teton County, Idaho",C2722,"Jackson, WY-ID MicroSA",,
16083,"Twin Falls County, Idaho",C4630,"Twin Falls, ID  MicroSA",,
17001,"Adams County, Illinois",C3950,"Quincy, IL-MO MicroSA",,
17003,"Alexander County, Illinois",C1602,"Cape Girardeau-Jackson, MO-IL  MicroSA",CS164,"Cape Girardeau-Sikeston-Jackson, MO-IL CSA"
17005,"Bond County, Illinois",C4118,"St. Louis, MO-IL  MSA",CS476,"St. Louis-St. Charles-Farmington, MO-IL CSA"
17007,"Boone County, Illinois",C4042,"Rockford, IL  MSA",CS466,"Rockford-Freeport-Rochelle, IL CSA"
17011,"Bureau County, Illinois",C3686,"Ottawa-Streator, IL  MicroSA",,
17013,"Calhoun County, Illinois",C4118,"St. Louis, MO-IL  MSA",CS476,"St. Louis-St. Charles-Farmington, MO-IL CSA"
17019,"Champaign County, Illinois",C1658,"Champaign-Urbana, IL  MSA",,
17021,"Christian County, Illinois",C4538,"Taylorville, IL  MicroSA",,
17027,"Clinton County, Illinois",C4118,"St. Louis, MO-IL  MSA",CS476,"St. Louis-St. Charles-Farmington, MO-IL CSA"
17029,"Coles County, Illinois",C1666,"Charleston-Mattoon, IL  MicroSA",,
17031,"Cook County, Illinois",C1698,"Chicago-Naperville-Joliet, IL-IN-WI  MSA",CS176,"Chicago-Naperville-Michigan City, IL-IN-WI CSA"
17035,"Cumberland County, Illinois",C1666,"Charleston-Mattoon, IL  MicroSA",,
17037,"DeKalb County, Illinois",C1698,"Chicago-Naperville-Joliet, IL-IN-WI  MSA",CS176,"Chicago-Naperville-Michigan City, IL-IN-WI CSA"
17043,"DuPage County, Illinois",C1698,"Chicago-Naperville-Joliet, IL-IN-WI  MSA",CS176,"Chicago-Naperville-Michigan City, IL-IN-WI CSA"
17049,"Effingham County, Illinois",C2082,"Effingham, IL  MicroSA",,
17053,"Ford County, Illinois",C1658,"Champaign-Urbana, IL  MSA",,
17057,"Fulton County, Illinois",C1590,"Canton, IL  MicroSA",CS426,"Peoria-Canton, IL CSA"
17063,"Grundy County, Illinois",C1698,"Chicago-Naperville-Joliet, IL-IN-WI  MSA",CS176,"Chicago-Naperville-Michigan City, IL-IN-WI CSA"
17065,"Hamilton County, Illinois",C3450,"Mount Vernon, IL  MicroSA",,
17071,"Henderson County, Illinois",C1546,"Burlington, IA-IL  MicroSA",,
17073,"Henry County, Illinois",C1934,"Davenport-Moline-Rock Island, IA-IL  MSA",,
17077,"Jackson County, Illinois",C1606,"Carbondale, IL  MicroSA",,
17081,"Jefferson County, Illinois",C3450,"Mount Vernon, IL  MicroSA",,
17083,"Jersey County, Illinois",C4118,"St. Louis, MO-IL  MSA",CS476,"St. Louis-St. Charles-Farmington, MO-IL CSA"
17089,"Kane County, Illinois",C1698,"Chicago-Naperville-Joliet, IL-IN-WI  MSA",CS176,"Chicago-Naperville-Michigan City, IL-IN-WI CSA"
17091,"Kankakee County, Illinois",C2810,"Kankakee-Bradley, IL  MSA",CS176,"Chicago-Naperville-Michigan City, IL-IN-WI CSA"
17093,"Kendall County, Illinois",C1698,"Chicago-Naperville-Joliet, IL-IN-WI  MSA",CS176,"Chicago-Naperville-Michigan City, IL-IN-WI CSA"
17095,"Knox County, Illinois",C2366,"Galesburg, IL  MicroSA",,
17097,"Lake County, Illinois",C1698,"Chicago-Naperville-Joliet, IL-IN-WI  MSA",CS176,"Chicago-Naperville-Michigan City, IL-IN-WI CSA"
17099,"LaSalle County, Illinois",C3686,"Ottawa-Streator, IL  MicroSA",,
17103,"Lee County, Illinois",C1994,"Dixon, IL  MicroSA",,
17105,"Livingston County, Illinois",C3870,"Pontiac, IL  MicroSA",,
17107,"Logan County, Illinois",C3066,"Lincoln, IL  MicroSA",,
17109,"McDonough County, Illinois",C3138,"Macomb, IL  MicroSA",,
17111,"McHenry County, Illinois",C1698,"Chicago-Naperville-Joliet, IL-IN-WI  MSA",CS176,"Chicago-Naperville-Michigan City, IL-IN-WI CSA"
17113,"McLean County, Illinois",C1406,"Bloomington-Normal, IL  MSA",,
17115,"Macon County, Illinois",C1950,"Decatur, IL  MSA",,
17117,"Macoupin County, Illinois",C4118,"St. Louis, MO-IL  MSA",CS476,"St. Louis-St. Charles-Farmington, MO-IL CSA"
17119,"Madison County, Illinois",C4118,"St. Louis, MO-IL  MSA",CS476,"St. Louis-St. Charles-Farmington, MO-IL CSA"
17121,"Marion County, Illinois",C1646,"Centralia, IL  MicroSA",,
17123,"Marshall County, Illinois",C3790,"Peoria, IL  MSA",CS426,"Peoria-Canton, IL CSA"
17127,"Massac County, Illinois",C3714,"Paducah, KY-IL  MicroSA",CS424,"Paducah-Mayfield, KY-IL CSA"
17129,"Menard County, Illinois",C4410,"Springfield, IL  MSA",,
17131,"Mercer County, Illinois",C1934,"Davenport-Moline-Rock Island, IA-IL  MSA",,
17133,"Monroe County, Illinois",C4118,"St. Louis, MO-IL  MSA",CS476,"St. Louis-St. Charles-Farmington, MO-IL CSA"
17137,"Morgan County, Illinois",C2730,"Jacksonville, IL  MicroSA",,
17141,"Ogle County, Illinois",C4030,"Rochelle, IL  MicroSA",CS466,"Rockford-Freeport-Rochelle, IL CSA"
17143,"Peoria County, Illinois",C3790,"Peoria, IL  MSA",CS426,"Peoria-Canton, IL CSA"
17147,"Piatt County, Illinois",C1658,"Champaign-Urbana, IL  MSA",,
17155,"Putnam County, Illinois",C3686,"Ottawa-Streator, IL  MicroSA",,
17161,"Rock Island County, Illinois",C1934,"Davenport-Moline-Rock Island, IA-IL  MSA",,
17163,"St. Clair County, Illinois",C4118,"St. Louis, MO-IL  MSA",CS476,"St. Louis-St. Charles-Farmington, MO-IL CSA"
17165,"Saline County, Illinois",C2538,"Harrisburg, IL  MicroSA",,
17167,"Sangamon County, Illinois",C4410,"Springfield, IL  MSA",,
17171,"Scott County, Illinois",C2730,"Jacksonville, IL  MicroSA",,
17175,"Stark County, Illinois",C3790,"Peoria, IL  MSA",CS426,"Peoria-Canton, IL CSA"
17177,"Stephenson County, Illinois",C2330,"Freeport, IL  MicroSA",CS466,"Rockford-Freeport-Rochelle, IL CSA"
17179,"Tazewell County, Illinois",C3790,"Peoria, IL  MSA",CS426,"Peoria-Canton, IL CSA"
17183,"Vermilion County, Illinois",C1918,"Danville, IL  MSA",,
17187,"Warren County, Illinois",C2366,"Galesburg, IL  MicroSA",,
17195,"Whiteside County, Illinois",C4458,"Sterling, IL  MicroSA",,
17197,"Will County, Illinois",C1698,"Chicago-Naperville-Joliet, IL-IN-WI  MSA",CS176,"Chicago-Naperville-Michigan City, IL-IN-WI CSA"
17199,"Williamson County, Illinois",C3206,"Marion-Herrin, IL  MicroSA",,
17201,"Winnebago County, Illinois",C4042,"Rockford, IL  MSA",CS466,"Rockford-Freeport-Rochelle, IL CSA"
17203,"Woodford County, Illinois",C3790,"Peoria, IL  MSA",CS426,"Peoria-Canton, IL CSA"
18001,"Adams County, Indiana",C1954,"Decatur, IN  MicroSA",CS258,"Fort Wayne-Huntington-Auburn, IN CSA"
18003,"Allen County, Indiana",C2306,"Fort Wayne, IN  MSA",CS258,"Fort Wayne-Huntington-Auburn, IN CSA"
18005,"Bartholomew County, Indiana",C1802,"Columbus, IN  MSA",CS294,"Indianapolis-Anderson-Columbus, IN CSA"
18007,"Benton County, Indiana",C2914,"Lafayette, IN  MSA",CS320,"Lafayette-Frankfort, IN CSA"
18011,"Boone County, Indiana",C2690,"Indianapolis, IN  MSA",CS294,"Indianapolis-Anderson-Columbus, IN CSA"
18013,"Brown County, Indiana",C2690,"Indianapolis, IN  MSA",CS294,"Indianapolis-Anderson-Columbus, IN CSA"
18015,"Carroll County, Indiana",C2914,"Lafayette, IN  MSA",CS320,"Lafayette-Frankfort, IN CSA"
18017,"Cass County, Indiana",C3090,"Logansport, IN  MicroSA",,
18019,"Clark County, Indiana",C3114,"Louisville, KY-IN  MSA",CS350,"Louisville-Elizabethtown-Scottsburg, KY-IN CSA"
18021,"Clay County, Indiana",C4546,"Terre Haute, IN  MSA",,
18023,"Clinton County, Indiana",C2314,"Frankfort, IN  MicroSA",CS320,"Lafayette-Frankfort, IN CSA"
18027,"Daviess County, Indiana",C4778,"Washington, IN  MicroSA",,
18029,"Dearborn County, Indiana",C1714,"Cincinnati-Middletown, OH-KY-IN  MSA",CS178,"Cincinnati-Middletown-Wilmington, OH-KY-IN CSA"
18031,"Decatur County, Indiana",C2470,"Greensburg, IN  MicroSA",,
18033,"DeKalb County, Indiana",C1214,"Auburn, IN  MicroSA",CS258,"Fort Wayne-Huntington-Auburn, IN CSA"
18035,"Delaware County, Indiana",C3462,"Muncie, IN  MSA",,
18037,"Dubois County, Indiana",C2754,"Jasper, IN  MicroSA",,
18039,"Elkhart County, Indiana",C2114,"Elkhart-Goshen, IN  MSA",,
18041,"Fayette County, Indiana",C1822,"Connersville, IN  MicroSA",,
18043,"Floyd County, Indiana",C3114,"Louisville, KY-IN  MSA",CS350,"Louisville-Elizabethtown-Scottsburg, KY-IN CSA"
18047,"Franklin County, Indiana",C1714,"Cincinnati-Middletown, OH-KY-IN  MSA",CS178,"Cincinnati-Middletown-Wilmington, OH-KY-IN CSA"
18051,"Gibson County, Indiana",C2178,"Evansville, IN-KY  MSA",,
18053,"Grant County, Indiana",C3198,"Marion, IN  MicroSA",,
18055,"Greene County, Indiana",C1402,"Bloomington, IN  MSA",,
18057,"Hamilton County, Indiana",C2690,"Indianapolis, IN  MSA",CS294,"Indianapolis-Anderson-Columbus, IN CSA"
18059,"Hancock County, Indiana",C2690,"Indianapolis, IN  MSA",CS294,"Indianapolis-Anderson-Columbus, IN CSA"
18061,"Harrison County, Indiana",C3114,"Louisville, KY-IN  MSA",CS350,"Louisville-Elizabethtown-Scottsburg, KY-IN CSA"
18063,"Hendricks County, Indiana",C2690,"Indianapolis, IN  MSA",CS294,"Indianapolis-Anderson-Columbus, IN CSA"
18065,"Henry County, Indiana",C3522,"New Castle, IN  MicroSA",CS294,"Indianapolis-Anderson-Columbus, IN CSA"
18067,"Howard County, Indiana",C2902,"Kokomo, IN  MSA",CS316,"Kokomo-Peru, IN CSA"
18069,"Huntington County, Indiana",C2654,"Huntington, IN  MicroSA",CS258,"Fort Wayne-Huntington-Auburn, IN CSA"
18071,"Jackson County, Indiana",C4298,"Seymour, IN  MicroSA",,
18073,"Jasper County, Indiana",C1698,"Chicago-Naperville-Joliet, IL-IN-WI  MSA",CS176,"Chicago-Naperville-Michigan City, IL-IN-WI CSA"
18077,"Jefferson County, Indiana",C3150,"Madison, IN  MicroSA",,
18079,"Jennings County, Indiana",C3586,"North Vernon, IN  MicroSA",CS294,"Indianapolis-Anderson-Columbus, IN CSA"
18081,"Johnson County, Indiana",C2690,"Indianapolis, IN  MSA",CS294,"Indianapolis-Anderson-Columbus, IN CSA"
18083,"Knox County, Indiana",C4718,"Vincennes, IN  MicroSA",,
18085,"Kosciusko County, Indiana",C4770,"Warsaw, IN  MicroSA",,
18089,"Lake County, Indiana",C1698,"Chicago-Naperville-Joliet, IL-IN-WI  MSA",CS176,"Chicago-Naperville-Michigan City, IL-IN-WI CSA"
18091,"LaPorte County, Indiana",C3314,"Michigan City-La Porte, IN  MSA",CS176,"Chicago-Naperville-Michigan City, IL-IN-WI CSA"
18093,"Lawrence County, Indiana",C1326,"Bedford, IN  MicroSA",,
18095,"Madison County, Indiana",C1130,"Anderson, IN  MSA",CS294,"Indianapolis-Anderson-Columbus, IN CSA"
18097,"Marion County, Indiana",C2690,"Indianapolis, IN  MSA",CS294,"Indianapolis-Anderson-Columbus, IN CSA"
18099,"Marshall County, Indiana",C3850,"Plymouth, IN  MicroSA",,
18103,"Miami County, Indiana",C3794,"Peru, IN  MicroSA",CS316,"Kokomo-Peru, IN CSA"
18105,"Monroe County, Indiana",C1402,"Bloomington, IN  MSA",,
18107,"Montgomery County, Indiana",C1882,"Crawfordsville, IN  MicroSA",CS294,"Indianapolis-Anderson-Columbus, IN CSA"
18109,"Morgan County, Indiana",C2690,"Indianapolis, IN  MSA",CS294,"Indianapolis-Anderson-Columbus, IN CSA"
18111,"Newton County, Indiana",C1698,"Chicago-Naperville-Joliet, IL-IN-WI  MSA",CS176,"Chicago-Naperville-Michigan City, IL-IN-WI CSA"
18113,"Noble County, Indiana",C2834,"Kendallville, IN  MicroSA",CS258,"Fort Wayne-Huntington-Auburn, IN CSA"
18115,"Ohio County, Indiana",C1714,"Cincinnati-Middletown, OH-KY-IN  MSA",CS178,"Cincinnati-Middletown-Wilmington, OH-KY-IN CSA"
18119,"Owen County, Indiana",C1402,"Bloomington, IN  MSA",,
18125,"Pike County, Indiana",C2754,"Jasper, IN  MicroSA",,
18127,"Porter County, Indiana",C1698,"Chicago-Naperville-Joliet, IL-IN-WI  MSA",CS176,"Chicago-Naperville-Michigan City, IL-IN-WI CSA"
18129,"Posey County, Indiana",C2178,"Evansville, IN-KY  MSA",,
18133,"Putnam County, Indiana",C2690,"Indianapolis, IN  MSA",CS294,"Indianapolis-Anderson-Columbus, IN CSA"
18141,"St. Joseph County, Indiana",C4378,"South Bend-Mishawaka, IN-MI  MSA",,
18143,"Scott County, Indiana",C4250,"Scottsburg, IN  MicroSA",CS350,"Louisville-Elizabethtown-Scottsburg, KY-IN CSA"
18145,"Shelby County, Indiana",C2690,"Indianapolis, IN  MSA",CS294,"Indianapolis-Anderson-Columbus, IN CSA"
18151,"Steuben County, Indiana",C1142,"Angola, IN  MicroSA",,
18153,"Sullivan County, Indiana",C4546,"Terre Haute, IN  MSA",,
18157,"Tippecanoe County, Indiana",C2914,"Lafayette, IN  MSA",CS320,"Lafayette-Frankfort, IN CSA"
18159,"Tipton County, Indiana",C2902,"Kokomo, IN  MSA",CS316,"Kokomo-Peru, IN CSA"
18163,"Vanderburgh County, Indiana",C2178,"Evansville, IN-KY  MSA",,
18165,"Vermillion County, Indiana",C4546,"Terre Haute, IN  MSA",,
18167,"Vigo County, Indiana",C4546,"Terre Haute, IN  MSA",,
18169,"Wabash County, Indiana",C4734,"Wabash, IN  MicroSA",,
18173,"Warrick County, Indiana",C2178,"Evansville, IN-KY  MSA",,
18175,"Washington County, Indiana",C3114,"Louisville, KY-IN  MSA",CS350,"Louisville-Elizabethtown-Scottsburg, KY-IN CSA"
18177,"Wayne County, Indiana",C3998,"Richmond, IN  MicroSA",,
18179,"Wells County, Indiana",C2306,"Fort Wayne, IN  MSA",CS258,"Fort Wayne-Huntington-Auburn, IN CSA"
18183,"Whitley County, Indiana",C2306,"Fort Wayne, IN  MSA",CS258,"Fort Wayne-Huntington-Auburn, IN CSA"
19011,"Benton County, Iowa",C1630,"Cedar Rapids, IA  MSA",,
19013,"Black Hawk County, Iowa",C4794,"Waterloo-Cedar Falls, IA  MSA",,
19015,"Boone County, Iowa",C1434,"Boone, IA  MicroSA",CS112,"Ames-Boone, IA CSA"
19017,"Bremer County, Iowa",C4794,"Waterloo-Cedar Falls, IA  MSA",,
19021,"Buena Vista County, Iowa",C4474,"Storm Lake, IA  MicroSA",,
19033,"Cerro Gordo County, Iowa",C3238,"Mason City, IA  MicroSA",,
19041,"Clay County, Iowa",C4398,"Spencer, IA  MicroSA",,
19045,"Clinton County, Iowa",C1754,"Clinton, IA  MicroSA",,
19049,"Dallas County, Iowa",C1978,"Des Moines, IA  MSA",CS218,"Des Moines-Newton-Pella, IA CSA"
19057,"Des Moines County, Iowa",C1546,"Burlington, IA-IL  MicroSA",,
19059,"Dickinson County, Iowa",C4402,"Spirit Lake, IA  MicroSA",,
19061,"Dubuque County, Iowa",C2022,"Dubuque, IA  MSA",,
19075,"Grundy County, Iowa",C4794,"Waterloo-Cedar Falls, IA  MSA",,
19077,"Guthrie County, Iowa",C1978,"Des Moines, IA  MSA",CS218,"Des Moines-Newton-Pella, IA CSA"
19085,"Harrison County, Iowa",C3654,"Omaha-Council Bluffs, NE-IA  MSA",CS420,"Omaha-Council Bluffs-Fremont, NE-IA CSA"
19099,"Jasper County, Iowa",C3550,"Newton, IA  MicroSA",CS218,"Des Moines-Newton-Pella, IA CSA"
19103,"Johnson County, Iowa",C2698,"Iowa City, IA  MSA",,
19105,"Jones County, Iowa",C1630,"Cedar Rapids, IA  MSA",,
19111,"Lee County, Iowa",C2846,"Keokuk-Fort Madison, IA-MO  MicroSA",,
19113,"Linn County, Iowa",C1630,"Cedar Rapids, IA  MSA",,
19115,"Louisa County, Iowa",C3470,"Muscatine, IA  MicroSA",,
19121,"Madison County, Iowa",C1978,"Des Moines, IA  MSA",CS218,"Des Moines-Newton-Pella, IA CSA"
19123,"Mahaska County, Iowa",C3682,"Oskaloosa, IA  MicroSA",,
19125,"Marion County, Iowa",C3780,"Pella, IA MicroSA",CS218,"Des Moines-Newton-Pella, IA CSA"
19127,"Marshall County, Iowa",C3226,"Marshalltown, IA  MicroSA",,
19129,"Mills County, Iowa",C3654,"Omaha-Council Bluffs, NE-IA  MSA",CS420,"Omaha-Council Bluffs-Fremont, NE-IA CSA"
19139,"Muscatine County, Iowa",C3470,"Muscatine, IA  MicroSA",,
19153,"Polk County, Iowa",C1978,"Des Moines, IA  MSA",CS218,"Des Moines-Newton-Pella, IA CSA"
19155,"Pottawattamie County, Iowa",C3654,"Omaha-Council Bluffs, NE-IA  MSA",CS420,"Omaha-Council Bluffs-Fremont, NE-IA CSA"
19163,"Scott County, Iowa",C1934,"Davenport-Moline-Rock Island, IA-IL  MSA",,
19169,"Story County, Iowa",C1118,"Ames, IA  MSA",CS112,"Ames-Boone, IA CSA"
19179,"Wapello County, Iowa",C3690,"Ottumwa, IA  MicroSA",,
19181,"Warren County, Iowa",C1978,"Des Moines, IA  MSA",CS218,"Des Moines-Newton-Pella, IA CSA"
19183,"Washington County, Iowa",C2698,"Iowa City, IA  MSA",,
19187,"Webster County, Iowa",C2270,"Fort Dodge, IA  MicroSA",,
19193,"Woodbury County, Iowa",C4358,"Sioux City, IA-NE-SD  MSA",CS512,"Sioux City-Vermillion, IA-NE-SD CSA"
19195,"Worth County, Iowa",C3238,"Mason City, IA  MicroSA",,
20005,"Atchison County, Kansas",C1186,"Atchison, KS  MicroSA",CS312,"Kansas City-Overland Park-Kansas City, MO-KS CSA"
20009,"Barton County, Kansas",C2446,"Great Bend, KS  MicroSA",,
20015,"Butler County, Kansas",C4862,"Wichita, KS  MSA",CS556,"Wichita-Winfield, KS CSA"
20017,"Chase County, Kansas",C2138,"Emporia, KS  MicroSA",,
20035,"Cowley County, Kansas",C4906,"Winfield, KS  MicroSA",CS556,"Wichita-Winfield, KS CSA"
20037,"Crawford County, Kansas",C3826,"Pittsburg, KS  MicroSA",,
20043,"Doniphan County, Kansas",C4114,"St. Joseph, MO-KS  MSA",,
20045,"Douglas County, Kansas",C2994,"Lawrence, KS  MSA",,
20051,"Ellis County, Kansas",C2570,"Hays, KS  MicroSA",,
20055,"Finney County, Kansas",C2378,"Garden City, KS  MicroSA",,
20057,"Ford County, Kansas",C1998,"Dodge City, KS  MicroSA",,
20059,"Franklin County, Kansas",C2814,"Kansas City, MO-KS  MSA",CS312,"Kansas City-Overland Park-Kansas City, MO-KS CSA"
20061,"Geary County, Kansas",C3174,"Manhattan, KS  MicroSA",,
20079,"Harvey County, Kansas",C4862,"Wichita, KS  MSA",CS556,"Wichita-Winfield, KS CSA"
20085,"Jackson County, Kansas",C4582,"Topeka, KS  MSA",,
20087,"Jefferson County, Kansas",C4582,"Topeka, KS  MSA",,
20091,"Johnson County, Kansas",C2814,"Kansas City, MO-KS  MSA",CS312,"Kansas City-Overland Park-Kansas City, MO-KS CSA"
